"comparison_universe","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"All midbrain DTU genes","GO:0001756","somitogenesis","4/431","13/2195",0.307692307692308,1.56701766910584,1.01332452008189,0.241115445335187,0.90899260549501,0.88732580921363,"Foxa2/Wnt5a/Ppp2r3a/Cobl",4
"All midbrain DTU genes","GO:0002287","alpha-beta T cell activation involved in immune response","4/431","13/2195",0.307692307692308,1.56701766910584,1.01332452008189,0.241115445335187,0.90899260549501,0.88732580921363,"Foxp1/Brd4/Relb/Jak3",4
"All midbrain DTU genes","GO:0002293","alpha-beta T cell differentiation involved in immune response","4/431","13/2195",0.307692307692308,1.56701766910584,1.01332452008189,0.241115445335187,0.90899260549501,0.88732580921363,"Foxp1/Brd4/Relb/Jak3",4
"All midbrain DTU genes","GO:0002294","CD4-positive, alpha-beta T cell differentiation involved in immune response","4/431","13/2195",0.307692307692308,1.56701766910584,1.01332452008189,0.241115445335187,0.90899260549501,0.88732580921363,"Foxp1/Brd4/Relb/Jak3",4
"All midbrain DTU genes","GO:0005977","glycogen metabolic process","4/431","13/2195",0.307692307692308,1.56701766910584,1.01332452008189,0.241115445335187,0.90899260549501,0.88732580921363,"Ins2/Phka2/Gck/Phka1",4
"All midbrain DTU genes","GO:0006942","regulation of striated muscle contraction","4/431","13/2195",0.307692307692308,1.56701766910584,1.01332452008189,0.241115445335187,0.90899260549501,0.88732580921363,"Cav1/Smtn/Adra1a/Dmpk",4
"All midbrain DTU genes","GO:0008542","visual learning","4/431","13/2195",0.307692307692308,1.56701766910584,1.01332452008189,0.241115445335187,0.90899260549501,0.88732580921363,"Kit/Ndrg4/Synpo/Creb1",4
"All midbrain DTU genes","GO:0009798","axis specification","4/431","13/2195",0.307692307692308,1.56701766910584,1.01332452008189,0.241115445335187,0.90899260549501,0.88732580921363,"Foxa2/Ldb1/Wnt5a/Cobl",4
"All midbrain DTU genes","GO:0016239","positive regulation of macroautophagy","4/431","13/2195",0.307692307692308,1.56701766910584,1.01332452008189,0.241115445335187,0.90899260549501,0.88732580921363,"Ikbkg/Smcr8/Ambra1/Sirt1",4
"All midbrain DTU genes","GO:0032755","positive regulation of interleukin-6 production","4/431","13/2195",0.307692307692308,1.56701766910584,1.01332452008189,0.241115445335187,0.90899260549501,0.88732580921363,"Wnt5a/Cd74/Pou2f2/Traf6",4
"All midbrain DTU genes","GO:0033173","calcineurin-NFAT signaling cascade","4/431","13/2195",0.307692307692308,1.56701766910584,1.01332452008189,0.241115445335187,0.90899260549501,0.88732580921363,"Cib1/Adgrb2/Fhl2/Nfatc2",4
"All midbrain DTU genes","GO:0042093","T-helper cell differentiation","4/431","13/2195",0.307692307692308,1.56701766910584,1.01332452008189,0.241115445335187,0.90899260549501,0.88732580921363,"Foxp1/Brd4/Relb/Jak3",4
"All midbrain DTU genes","GO:0042471","ear morphogenesis","4/431","13/2195",0.307692307692308,1.56701766910584,1.01332452008189,0.241115445335187,0.90899260549501,0.88732580921363,"Dlx5/Wnt5a/Fgfr2/Myo7a",4
"All midbrain DTU genes","GO:0044042","glucan metabolic process","4/431","13/2195",0.307692307692308,1.56701766910584,1.01332452008189,0.241115445335187,0.90899260549501,0.88732580921363,"Ins2/Phka2/Gck/Phka1",4
"All midbrain DTU genes","GO:0046637","regulation of alpha-beta T cell differentiation","4/431","13/2195",0.307692307692308,1.56701766910584,1.01332452008189,0.241115445335187,0.90899260549501,0.88732580921363,"Cbfb/Slc4a2/Brd4/Jak3",4
"All midbrain DTU genes","GO:0048147","negative regulation of fibroblast proliferation","4/431","13/2195",0.307692307692308,1.56701766910584,1.01332452008189,0.241115445335187,0.90899260549501,0.88732580921363,"Dach1/Cav1/Parp10/Trim32",4
"All midbrain DTU genes","GO:0048286","lung alveolus development","4/431","13/2195",0.307692307692308,1.56701766910584,1.01332452008189,0.241115445335187,0.90899260549501,0.88732580921363,"Fgfr2/Hopx/Nkx2-1/Creb1",4
"All midbrain DTU genes","GO:0051058","negative regulation of small GTPase mediated signal transduction","4/431","13/2195",0.307692307692308,1.56701766910584,1.01332452008189,0.241115445335187,0.90899260549501,0.88732580921363,"Tnfaip1/Spry1/Dgkz/Adra1a",4
"All midbrain DTU genes","GO:0051480","regulation of cytosolic calcium ion concentration","4/431","13/2195",0.307692307692308,1.56701766910584,1.01332452008189,0.241115445335187,0.90899260549501,0.88732580921363,"Wnt5a/Cav1/Adcy8/Synpo",4
"All midbrain DTU genes","GO:0070228","regulation of lymphocyte apoptotic process","4/431","13/2195",0.307692307692308,1.56701766910584,1.01332452008189,0.241115445335187,0.90899260549501,0.88732580921363,"Foxp1/Wnt5a/Cd74/Jak3",4
"All midbrain DTU genes","GO:0090559","regulation of membrane permeability","4/431","13/2195",0.307692307692308,1.56701766910584,1.01332452008189,0.241115445335187,0.90899260549501,0.88732580921363,"Camk2a/Tjp2/Bad/Siva1",4
"All midbrain DTU genes","GO:0097720","calcineurin-mediated signaling","4/431","13/2195",0.307692307692308,1.56701766910584,1.01332452008189,0.241115445335187,0.90899260549501,0.88732580921363,"Cib1/Adgrb2/Fhl2/Nfatc2",4
"All midbrain DTU genes","GO:0170041","non-proteinogenic amino acid metabolic process","4/431","13/2195",0.307692307692308,1.56701766910584,1.01332452008189,0.241115445335187,0.90899260549501,0.88732580921363,"Mpst/Pemt/Cbs/Azin1",4
"All midbrain DTU genes","GO:1904892","regulation of receptor signaling pathway via STAT","4/431","13/2195",0.307692307692308,1.56701766910584,1.01332452008189,0.241115445335187,0.90899260549501,0.88732580921363,"Kit/Cav1/Camk2a/Crlf2",4
"All midbrain DTU genes","GO:1905515","non-motile cilium assembly","4/431","13/2195",0.307692307692308,1.56701766910584,1.01332452008189,0.241115445335187,0.90899260549501,0.88732580921363,"Dnm2/Kif3a/Cep250/Ift122",4
"All midbrain DTU genes","GO:0010038","response to metal ion","12/431","49/2195",0.244897959183673,1.24721814479852,0.864910522015274,0.241369773345127,0.90899260549501,0.88732580921363,"Cpne1/Foxa2/Hnrnpd/Nlgn1/Cav1/Adcy8/Cpne8/Lck/Nfatc2/Snca/Hnrnpa1/Creb1",12
"All midbrain DTU genes","GO:0034976","response to endoplasmic reticulum stress","12/431","49/2195",0.244897959183673,1.24721814479852,0.864910522015274,0.241369773345127,0.90899260549501,0.88732580921363,"Parp6/Tmem33/Cav1/Ikbkg/Fcgr2b/Fis1/Ins2/Ube2j2/Calr3/Svip/Nr1h3/Sirt1",12
"All midbrain DTU genes","GO:0009617","response to bacterium","15/431","63/2195",0.238095238095238,1.2125731963319,0.84604377360675,0.241492431513826,0.90899260549501,0.88732580921363,"Stox2/Trem2/Foxp1/Ly96/Nfib/Wnt5a/Cav1/Ikbkg/Fcgr2b/Nkx2-1/Snca/Traf6/Nr1h3/Mecom/Hadhb",15
"All midbrain DTU genes","GO:0030111","regulation of Wnt signaling pathway","15/431","63/2195",0.238095238095238,1.2125731963319,0.84604377360675,0.241492431513826,0.90899260549501,0.88732580921363,"Apoe/Crbn/Dlx5/Btrc/Wnt5a/Cav1/Fgfr2/Ilk/Mllt3/Ppp2r3a/Rbms3/Csnk1g2/Sulf1/Tmem9/Stk11",15
"All midbrain DTU genes","GO:0071407","cellular response to organic cyclic compound","15/431","63/2195",0.238095238095238,1.2125731963319,0.84604377360675,0.241492431513826,0.90899260549501,0.88732580921363,"Dag1/Flna/Hnrnpk/Btrc/Dnmt1/Sstr2/Foxp1/Cav1/Adcy8/Dnm2/Esrrg/Npm1/Palm/Sirt1/Creb1",15
"All midbrain DTU genes","GO:0031328","positive regulation of cellular biosynthetic process","87/431","415/2195",0.209638554216867,1.06764878539681,0.756278417796716,0.244363586126604,0.91078228772723,0.889072832484601,"Apoe/Cbfb/Dlx5/Eng/Exosc10/Foxa2/Fxr1/Gmeb1/Hltf/Hnrnpd/Hnrnpk/Maml2/Meis1/N6amt1/Ngrn/Ntf3/Ssbp2/Taf9/Zfp212/Btrc/Dnmt1/Kit/Ldb1/Max/Pemt/Trem2/Foxp1/Ly96/Nfib/Tek/Vstm2a/Wnt5a/Cav1/Rps6ka1/Brd4/Ikbkg/Ppargc1a/Arpp19/Cd37/Cd74/Dnm2/Dpy30/Esrrg/Fcgr2b/Fgfr2/Ilk/Ins2/Lck/Med22/Mllt3/Nfatc2/Nkx2-1/Npm1/Nrf1/Rbms3/Snca/Trim32/Zfp281/Pou2f2/Relb/Khdrbs1/Sulf1/Svip/Traf6/E2f2/Hnrnpa1/Nr1h3/Stk11/Tfdp2/Agpat1/Mecom/Mga/Rbp4/Sirt1/Cdk12/Crlf2/Mettl5/Rfx3/Creb1/Etv6/Ebf3/Tead3/Gck/Mlxip/Nfic/Fmr1/Jak3",87
"All midbrain DTU genes","GO:0045017","glycerolipid biosynthetic process","10/431","40/2195",0.25,1.27320185614849,0.861782479411214,0.247300194943384,0.91078228772723,0.889072832484601,"Dpm1/Pemt/Chkb/Acsl1/Dgkz/Far1/Nr1h3/Agpat1/Sirt1/Pgap2",10
"All midbrain DTU genes","GO:0061138","morphogenesis of a branching epithelium","10/431","40/2195",0.25,1.27320185614849,0.861782479411214,0.247300194943384,0.91078228772723,0.889072832484601,"Dag1/Eng/Foxa2/Btrc/Tek/Wnt5a/Spry1/Fgfr2/Ilk/Sulf1",10
"All midbrain DTU genes","GO:0097191","extrinsic apoptotic signaling pathway","10/431","40/2195",0.25,1.27320185614849,0.861782479411214,0.247300194943384,0.91078228772723,0.889072832484601,"Ppp2r1b/Cav1/Fgfr2/Faim2/Eya3/Rffl/Hipk1/Bad/Siva1/Jak3",10
"All midbrain DTU genes","GO:0006914","autophagy","20/431","87/2195",0.229885057471264,1.17076032749287,0.80319123110215,0.248306461503802,0.91078228772723,0.889072832484601,"Pacs2/Rab23/Tbc1d14/Depdc5/Trem2/Ikbkg/1600014C10Rik/Acer2/Ctsa/Dnm2/Fis1/Snca/Trim32/Smcr8/Ambra1/Svip/Traf6/Stk11/Sirt1/Adra1a",20
"All midbrain DTU genes","GO:0061919","process utilizing autophagic mechanism","20/431","87/2195",0.229885057471264,1.17076032749287,0.80319123110215,0.248306461503802,0.91078228772723,0.889072832484601,"Pacs2/Rab23/Tbc1d14/Depdc5/Trem2/Ikbkg/1600014C10Rik/Acer2/Ctsa/Dnm2/Fis1/Snca/Trim32/Smcr8/Ambra1/Svip/Traf6/Stk11/Sirt1/Adra1a",20
"All midbrain DTU genes","GO:0009894","regulation of catabolic process","37/431","169/2195",0.218934911242604,1.11499334147915,0.768960412317156,0.248946496876119,0.91078228772723,0.889072832484601,"Apoe/Flna/Fxr1/Hnrnpd/Psme2/Taf9/Tbc1d14/Btrc/Depdc5/Trem2/Zswim8/Nnt/Wnt5a/Cav1/Ikbkg/Ppargc1a/Timp1/Acer2/Ctsa/Hsd11b1/Ins2/Npm1/Ppp2r3a/Snca/Trim32/Trim39/Smcr8/Tmem9/Ambra1/Svip/Stk11/Azin1/Sirt1/Adra1a/Gck/Furin/Fmr1",37
"All midbrain DTU genes","GO:0030217","T cell differentiation","13/431","54/2195",0.240740740740741,1.2260462318467,0.83117691825664,0.249300982180253,0.91078228772723,0.889072832484601,"Cbfb/Kit/Slc4a2/Foxp1/Brd4/Cd74/Lck/Relb/Smarcd2/Ambra1/Stk11/Bad/Jak3",13
"All midbrain DTU genes","GO:0045862","positive regulation of proteolysis","13/431","54/2195",0.240740740740741,1.2260462318467,0.83117691825664,0.249300982180253,0.91078228772723,0.889072832484601,"Apoe/Psme2/Btrc/Trem2/Cav1/Acer2/Fis1/Lck/Snca/Trim32/Sirt1/Bad/Fmr1",13
"All midbrain DTU genes","GO:0010720","positive regulation of cell development","25/431","111/2195",0.225225225225225,1.14702869923288,0.785637858948989,0.249654243195068,0.91078228772723,0.889072832484601,"Apoe/Cbfb/Dag1/Fxr1/Ntf3/Parp6/Kit/Trem2/Wnt5a/Brd4/Cd74/Gpr68/Ilk/Lck/Trim32/Smarcd2/Ambra1/Traf6/Stk11/Bad/Rfx3/Creb1/Nin/Nedd9/Fmr1",25
"All midbrain DTU genes","GO:0030155","regulation of cell adhesion","31/431","140/2195",0.221428571428571,1.12769307258866,0.77167263259648,0.250568238548328,0.91078228772723,0.889072832484601,"Cbfb/Dag1/Flna/Spock1/Cib1/Ldb1/Slc4a2/Tek/Wnt5a/Cav1/Brd4/Acer2/Adgrg1/Ccl25/Cd37/Cd74/Cyth2/Dnm2/Flot2/Hacd1/Ilk/Lck/Smarcd2/Ambra1/Traf6/Fbln2/Bad/Smoc1/Vit/Nedd9/Jak3",31
"All midbrain DTU genes","GO:0006520","amino acid metabolic process","8/431","31/2195",0.258064516129032,1.31427288376619,0.870896982183645,0.251609253041988,0.91078228772723,0.889072832484601,"Mpst/Pemt/Txnrd1/Cbs/Ins2/Acy1/Azin1/Fars2",8
"All midbrain DTU genes","GO:0051651","maintenance of location in cell","8/431","31/2195",0.258064516129032,1.31427288376619,0.870896982183645,0.251609253041988,0.91078228772723,0.889072832484601,"Apoe/Flna/Cav1/Arl2bp/Lck/Snca/Plch1/Sirt1",8
"All midbrain DTU genes","GO:1904019","epithelial cell apoptotic process","8/431","31/2195",0.258064516129032,1.31427288376619,0.870896982183645,0.251609253041988,0.91078228772723,0.889072832484601,"Krit1/Tek/Ppargc1a/Trim32/Ano6/E2f2/Hipk1/Bad",8
"All midbrain DTU genes","GO:0006939","smooth muscle contraction","6/431","22/2195",0.272727272727273,1.38894747943472,0.90610827155788,0.252006800122304,0.91078228772723,0.889072832484601,"Kit/Sstr2/Cav1/Lck/Sulf1/Adra1a",6
"All midbrain DTU genes","GO:0010389","regulation of G2/M transition of mitotic cell cycle","6/431","22/2195",0.272727272727273,1.38894747943472,0.90610827155788,0.252006800122304,0.91078228772723,0.889072832484601,"Aven/Brd4/Cdkn1a/Hacd1/Ints3/Trim39",6
"All midbrain DTU genes","GO:0043500","muscle adaptation","6/431","22/2195",0.272727272727273,1.38894747943472,0.90610827155788,0.252006800122304,0.91078228772723,0.889072832484601,"Gdf1/Trip10/Foxp1/Pde9a/Sirt1/Adra1a",6
"All midbrain DTU genes","GO:0044272","sulfur compound biosynthetic process","6/431","22/2195",0.272727272727273,1.38894747943472,0.90610827155788,0.252006800122304,0.91078228772723,0.889072832484601,"Slc10a7/Mpst/Cbs/Acsl1/Snca/Gcdh",6
"All midbrain DTU genes","GO:0046545","development of primary female sexual characteristics","6/431","22/2195",0.272727272727273,1.38894747943472,0.90610827155788,0.252006800122304,0.91078228772723,0.889072832484601,"Dach1/Hnrnpk/Schip1/Kit/Fancg/Sirt1",6
"All midbrain DTU genes","GO:0060999","positive regulation of dendritic spine development","6/431","22/2195",0.272727272727273,1.38894747943472,0.90610827155788,0.252006800122304,0.91078228772723,0.889072832484601,"Apoe/Hnrnpk/Itsn1/Nlgn1/Palm/Fmr1",6
"All midbrain DTU genes","GO:0072330","monocarboxylic acid biosynthetic process","6/431","22/2195",0.272727272727273,1.38894747943472,0.90610827155788,0.252006800122304,0.91078228772723,0.889072832484601,"Gstm4/Acot7/Cd74/Hacd1/Nr1h3/Sirt1",6
"All midbrain DTU genes","GO:0120034","positive regulation of plasma membrane bounded cell projection assembly","6/431","22/2195",0.272727272727273,1.38894747943472,0.90610827155788,0.252006800122304,0.91078228772723,0.889072832484601,"Kit/Nlgn1/Dnm2/Palm/Cobl/Fmr1",6
"All midbrain DTU genes","GO:1901379","regulation of potassium ion transmembrane transport","6/431","22/2195",0.272727272727273,1.38894747943472,0.90610827155788,0.252006800122304,0.91078228772723,0.889072832484601,"Crbn/Flna/Dpp6/Trem2/Cav1/Ano6",6
"All midbrain DTU genes","GO:1903038","negative regulation of leukocyte cell-cell adhesion","6/431","22/2195",0.272727272727273,1.38894747943472,0.90610827155788,0.252006800122304,0.91078228772723,0.889072832484601,"Cbfb/Slc4a2/Ccl25/Cd37/Cd74/Jak3",6
"All midbrain DTU genes","GO:1905037","autophagosome organization","6/431","22/2195",0.272727272727273,1.38894747943472,0.90610827155788,0.252006800122304,0.91078228772723,0.889072832484601,"Pacs2/Rab23/Tbc1d14/Smcr8/Ambra1/Traf6",6
"All midbrain DTU genes","GO:2000177","regulation of neural precursor cell proliferation","6/431","22/2195",0.272727272727273,1.38894747943472,0.90610827155788,0.252006800122304,0.91078228772723,0.889072832484601,"Flna/Kdm2b/Pde9a/Wnt5a/Adgrg1/Ilk",6
"All midbrain DTU genes","GO:0050804","modulation of chemical synaptic transmission","26/431","116/2195",0.224137931034483,1.14149131930554,0.773818667439283,0.252634570827339,0.91078228772723,0.889072832484601,"Apoe/Dag1/Fxr1/Gria4/Hnrnpk/Ntf3/Kit/Cacnb3/Nlgn1/Pde9a/Wnt5a/Nrg3/Adcy8/Camk2a/Dgkz/Fcgr2b/Snca/Cacnb4/Shisa7/Grik2/Synpo/Creb1/Sipa1l1/Adra1a/Dmpk/Fmr1",26
"All midbrain DTU genes","GO:0099177","regulation of trans-synaptic signaling","26/431","116/2195",0.224137931034483,1.14149131930554,0.773818667439283,0.252634570827339,0.91078228772723,0.889072832484601,"Apoe/Dag1/Fxr1/Gria4/Hnrnpk/Ntf3/Kit/Cacnb3/Nlgn1/Pde9a/Wnt5a/Nrg3/Adcy8/Camk2a/Dgkz/Fcgr2b/Snca/Cacnb4/Shisa7/Grik2/Synpo/Creb1/Sipa1l1/Adra1a/Dmpk/Fmr1",26
"All midbrain DTU genes","GO:0002253","activation of immune response","17/431","73/2195",0.232876712328767,1.18599624956298,0.798731079714924,0.252932067451024,0.91078228772723,0.889072832484601,"Trem2/Cacnb3/Ecsit/Foxp1/Ly96/Cav1/Ikbkg/Dgkz/Lck/Nfatc2/Trim32/Cacnb4/Khdrbs1/Traf6/Nr1h3/Stk11/Otud4",17
"All midbrain DTU genes","GO:0051046","regulation of secretion","27/431","121/2195",0.223140495867769,1.13641157408295,0.762864114244387,0.25541236356318,0.918340871378659,0.896451249332514,"Apoe/Foxa2/Itsn1/Slc25a22/Trem2/Nlgn1/Kcnj6/Adcy8/Golph3l/Camk2a/Cd74/Gpr68/Ins2/Snca/Cacnb4/Smcr8/Ano1/Arfip1/Nr1h3/Rbp4/Sirt1/Bad/Rfx3/Corin/Creb1/Gck/Fmr1",27
"All midbrain DTU genes","GO:0071345","cellular response to cytokine stimulus","28/431","126/2195",0.222222222222222,1.1317349832431,0.752685940820174,0.25800598369715,0.925953764641979,0.90388268126551,"Cpne1/Rnf138/Capg/Cib1/Kit/Trem2/Wnt5a/Cav1/Ikbkg/Acsl1/Camk2a/Ccl25/Cd74/Ilk/Trim32/Cacnb4/Traf6/Tjp2/Rffl/Mga/Hipk1/Sirt1/Bad/Crlf2/B3gnt2/Creb1/Otud4/Jak3",28
"All midbrain DTU genes","GO:0009891","positive regulation of biosynthetic process","87/431","417/2195",0.20863309352518,1.06252816772104,0.701108945102674,0.261779180249143,0.925953764641979,0.90388268126551,"Apoe/Cbfb/Dlx5/Eng/Exosc10/Foxa2/Fxr1/Gmeb1/Hltf/Hnrnpd/Hnrnpk/Maml2/Meis1/N6amt1/Ngrn/Ntf3/Ssbp2/Taf9/Zfp212/Btrc/Dnmt1/Kit/Ldb1/Max/Pemt/Trem2/Foxp1/Ly96/Nfib/Tek/Vstm2a/Wnt5a/Cav1/Rps6ka1/Brd4/Ikbkg/Ppargc1a/Arpp19/Cd37/Cd74/Dnm2/Dpy30/Esrrg/Fcgr2b/Fgfr2/Ilk/Ins2/Lck/Med22/Mllt3/Nfatc2/Nkx2-1/Npm1/Nrf1/Rbms3/Snca/Trim32/Zfp281/Pou2f2/Relb/Khdrbs1/Sulf1/Svip/Traf6/E2f2/Hnrnpa1/Nr1h3/Stk11/Tfdp2/Agpat1/Mecom/Mga/Rbp4/Sirt1/Cdk12/Crlf2/Mettl5/Rfx3/Creb1/Etv6/Ebf3/Tead3/Gck/Mlxip/Nfic/Fmr1/Jak3",87
"All midbrain DTU genes","GO:0001837","epithelial to mesenchymal transition","9/431","36/2195",0.25,1.27320185614849,0.816800944287674,0.263903575334503,0.925953764641979,0.90388268126551,"Dag1/Eng/Flna/Foxa2/Trip10/Wnt5a/Spry1/Fgfr2/Nkx2-1",9
"All midbrain DTU genes","GO:0008016","regulation of heart contraction","9/431","36/2195",0.25,1.27320185614849,0.816800944287674,0.263903575334503,0.925953764641979,0.90388268126551,"Flna/Scn3b/Cav1/Hopx/Smtn/Sirt1/Adra1a/Dmpk/Nos1ap",9
"All midbrain DTU genes","GO:0061136","regulation of proteasomal protein catabolic process","9/431","36/2195",0.25,1.27320185614849,0.816800944287674,0.263903575334503,0.925953764641979,0.90388268126551,"Apoe/Psme2/Taf9/Btrc/Trem2/Cav1/Trim39/Svip/Fmr1",9
"All midbrain DTU genes","GO:0044057","regulation of system process","25/431","112/2195",0.223214285714286,1.13678737156115,0.734375258976286,0.26561108523301,0.925953764641979,0.90388268126551,"Apoe/Dag1/Flna/Gdf1/Hnrnpk/Scn3b/Trip10/Kit/Cacnb3/Foxp1/Nlgn1/Pde9a/Cav1/Hopx/Lck/Smtn/Shisa7/Grik2/Nr1h3/Sirt1/Corin/Adra1a/Dmpk/Nos1ap/Fmr1",25
"All midbrain DTU genes","GO:0051253","negative regulation of RNA metabolic process","52/431","244/2195",0.213114754098361,1.08535240196265,0.698859192689952,0.267024911163286,0.925953764641979,0.90388268126551,"Cbfb/Dach1/Dnajb6/Eng/Flna/Hnrnpd/Hnrnpk/Kdm2b/Pkig/Sp2/Tcf25/Zfp692/Btrc/Dnmt1/Ldb1/Max/Pou6f1/Foxp1/Nfib/Wnt5a/Cav1/Maged2/Fgfr2/Fhl2/Hopx/Ins2/Nfatc2/Nkx2-1/Npm1/Rrp8/Runx1t1/Sorbs3/Zfp281/Relb/Khdrbs1/Traf6/Nr1h3/Tfdp2/Mecom/Dmbx1/Hipk1/Sirt1/Zfp57/Rfx3/Creb1/Etv6/Zfp386/Zgpat/Txnip/Hipk3/Nfic/Fmr1",52
"All midbrain DTU genes","GO:0002695","negative regulation of leukocyte activation","7/431","27/2195",0.259259259259259,1.32035748045029,0.82774157450863,0.269124473407988,0.925953764641979,0.90388268126551,"Cbfb/Slc4a2/Cd37/Cd74/Fcgr2b/Nr1h3/Jak3",7
"All midbrain DTU genes","GO:0006643","membrane lipid metabolic process","7/431","27/2195",0.259259259259259,1.32035748045029,0.82774157450863,0.269124473407988,0.925953764641979,0.90388268126551,"Dpm1/Kit/Pemt/Acer2/B3gnt5/Hacd1/Pgap2",7
"All midbrain DTU genes","GO:0007188","adenylate cyclase-modulating G protein-coupled receptor signaling pathway","7/431","27/2195",0.259259259259259,1.32035748045029,0.82774157450863,0.269124473407988,0.925953764641979,0.90388268126551,"Flna/Sstr2/Adcy8/Adgrb2/Adgrg1/Palm/Adra1a",7
"All midbrain DTU genes","GO:0019362","pyridine nucleotide metabolic process","7/431","27/2195",0.259259259259259,1.32035748045029,0.82774157450863,0.269124473407988,0.925953764641979,0.90388268126551,"Txnrd1/Nnt/Ppargc1a/Hsd11b1/Ins2/Nadsyn1/Gck",7
"All midbrain DTU genes","GO:0044403","biological process involved in symbiotic interaction","7/431","27/2195",0.259259259259259,1.32035748045029,0.82774157450863,0.269124473407988,0.925953764641979,0.90388268126551,"Apoe/Cav1/Brd4/Cd74/Bad/Furin/Fmr1",7
"All midbrain DTU genes","GO:0046496","nicotinamide nucleotide metabolic process","7/431","27/2195",0.259259259259259,1.32035748045029,0.82774157450863,0.269124473407988,0.925953764641979,0.90388268126551,"Txnrd1/Nnt/Ppargc1a/Hsd11b1/Ins2/Nadsyn1/Gck",7
"All midbrain DTU genes","GO:0072524","pyridine-containing compound metabolic process","7/431","27/2195",0.259259259259259,1.32035748045029,0.82774157450863,0.269124473407988,0.925953764641979,0.90388268126551,"Txnrd1/Nnt/Ppargc1a/Hsd11b1/Ins2/Nadsyn1/Gck",7
"All midbrain DTU genes","GO:0097696","receptor signaling pathway via STAT","7/431","27/2195",0.259259259259259,1.32035748045029,0.82774157450863,0.269124473407988,0.925953764641979,0.90388268126551,"Kit/Cav1/Arl2bp/Camk2a/Lck/Crlf2/Jak3",7
"All midbrain DTU genes","GO:0002286","T cell activation involved in immune response","5/431","18/2195",0.277777777777778,1.41466872905388,0.873003490172412,0.269445242430065,0.925953764641979,0.90388268126551,"Foxp1/Brd4/Cd74/Relb/Jak3",5
"All midbrain DTU genes","GO:0010595","positive regulation of endothelial cell migration","5/431","18/2195",0.277777777777778,1.41466872905388,0.873003490172412,0.269445242430065,0.925953764641979,0.90388268126551,"Cib1/Foxp1/Tek/Wnt5a/Sirt1",5
"All midbrain DTU genes","GO:0033138","positive regulation of peptidyl-serine phosphorylation","5/431","18/2195",0.277777777777778,1.41466872905388,0.873003490172412,0.269445242430065,0.925953764641979,0.90388268126551,"Ntf3/Tek/Wnt5a/Cav1/Snca",5
"All midbrain DTU genes","GO:0042158","lipoprotein biosynthetic process","5/431","18/2195",0.277777777777778,1.41466872905388,0.873003490172412,0.269445242430065,0.925953764641979,0.90388268126551,"Apoe/Zdhhc24/Dpm1/Svip/Pgap2",5
"All midbrain DTU genes","GO:0043367","CD4-positive, alpha-beta T cell differentiation","5/431","18/2195",0.277777777777778,1.41466872905388,0.873003490172412,0.269445242430065,0.925953764641979,0.90388268126551,"Cbfb/Foxp1/Brd4/Relb/Jak3",5
"All midbrain DTU genes","GO:0045744","negative regulation of G protein-coupled receptor signaling pathway","5/431","18/2195",0.277777777777778,1.41466872905388,0.873003490172412,0.269445242430065,0.925953764641979,0.90388268126551,"Grk6/Bicd1/Dnm2/Snca/Inpp5a",5
"All midbrain DTU genes","GO:0046488","phosphatidylinositol metabolic process","5/431","18/2195",0.277777777777778,1.41466872905388,0.873003490172412,0.269445242430065,0.925953764641979,0.90388268126551,"Dpm1/Lclat1/Inpp5a/Plch1/Pgap2",5
"All midbrain DTU genes","GO:0046620","regulation of organ growth","5/431","18/2195",0.277777777777778,1.41466872905388,0.873003490172412,0.269445242430065,0.925953764641979,0.90388268126551,"Trip10/Foxp1/Fgfr2/Rbp4/Sirt1",5
"All midbrain DTU genes","GO:0050671","positive regulation of lymphocyte proliferation","5/431","18/2195",0.277777777777778,1.41466872905388,0.873003490172412,0.269445242430065,0.925953764641979,0.90388268126551,"Cd74/Cdkn1a/Nfatc2/Traf6/Jak3",5
"All midbrain DTU genes","GO:0060425","lung morphogenesis","5/431","18/2195",0.277777777777778,1.41466872905388,0.873003490172412,0.269445242430065,0.925953764641979,0.90388268126551,"Dag1/Foxa2/Nfib/Spry1/Fgfr2",5
"All midbrain DTU genes","GO:0090100","positive regulation of transmembrane receptor protein serine/threonine kinase signaling pathway","5/431","18/2195",0.277777777777778,1.41466872905388,0.873003490172412,0.269445242430065,0.925953764641979,0.90388268126551,"Eng/Ilk/Sulf1/Stk11/Furin",5
"All midbrain DTU genes","GO:0090288","negative regulation of cellular response to growth factor stimulus","5/431","18/2195",0.277777777777778,1.41466872905388,0.873003490172412,0.269445242430065,0.925953764641979,0.90388268126551,"Fgfrl1/Wnt5a/Cav1/Spry1/Sulf1",5
"All midbrain DTU genes","GO:1900024","regulation of substrate adhesion-dependent cell spreading","5/431","18/2195",0.277777777777778,1.41466872905388,0.873003490172412,0.269445242430065,0.925953764641979,0.90388268126551,"Flna/Cib1/Dnm2/Ilk/Nedd9",5
"All midbrain DTU genes","GO:1901989","positive regulation of cell cycle phase transition","5/431","18/2195",0.277777777777778,1.41466872905388,0.873003490172412,0.269445242430065,0.925953764641979,0.90388268126551,"Lsm10/Brd4/Dbf4/Anapc5/Npm1",5
