"gene_id","gene_name","isoform_id","region","stage","stage_index","target_mean_if","other_mean_if","target_difference","target_vs_other_1","target_vs_other_2","other_region_difference","max_pair_q","max_pair_q_by","state","gene_simes_p","gene_q","gene_bonferroni_p","gene_q_by"
"Zmynd8","Zmynd8","NM_027230","Midbrain","15.5",6,0.0715,0.3389,-0.2674,-0.2674,-0.2674,-5.55111512312578e-17,9.66055843127478e-09,1.27423868548008e-07,-1,1.50963108505021e-09,3.21375882617433e-08,3.01926217010042e-09,5.87061765779427e-07
"Copg1","Copg1","NM_017477","Midbrain","15.5",6,0.6522,0.2906,0.3616,0.3616,0.3616,0,1.04466462932306e-08,1.37792457186193e-07,1,3.02326563986916e-10,7.4395090503662e-09,1.09165242083132e-09,2.33155629080961e-07
"Arhgap33","Arhgap33","NM_001289682","Midbrain","15.5",6,0.0168,0.431875,-0.415075,-0.4151,-0.41505,4.9999999999939e-05,1.10625132106367e-08,1.45915812133519e-07,-1,8.69658304647003e-10,1.95118924527909e-08,1.73747258211888e-09,3.56320438788874e-07
"Mcf2l","Mcf2l","NM_178076","Midbrain","15.5",6,0.2266,0.9056,-0.679,-0.679,-0.679,1.11022302462516e-16,1.11132335410113e-08,1.4658481908134e-07,-1,8.78972693584817e-10,1.96246732611596e-08,1.75794538716963e-09,3.58734248976194e-07
"Palld","Palld","NM_001293774","Midbrain","15.5",6,0.04125,0.52655,-0.4853,-0.4853,-0.4853,0,1.11132335410113e-08,1.4658481908134e-07,-1,7.9315525763423e-11,2.25482708956017e-09,1.58631051526846e-10,4.16492689245342e-08
"Copg1","Copg1","NM_201244","Midbrain","15.5",6,0.3478,0.7094,-0.3616,-0.3616,-0.3616,0,1.14326936598919e-08,1.50798534518617e-07,-1,3.02326563986916e-10,7.4395090503662e-09,1.09165242083132e-09,2.33155629080961e-07
"Rcan2","Rcan2","NM_030598","Midbrain","15.5",6,0.05055,0.62595,-0.5754,-0.5754,-0.5754,0,1.15773847903866e-08,1.52707027047634e-07,-1,7.72239278543356e-12,2.67768119537344e-10,1.54447855708671e-11,4.9352709952006e-09
"Zfp27","Zfp27","NM_001037707","Midbrain","0",8,0,0.394775,-0.394775,-0.39475,-0.3948,-5.000000000005e-05,1.15773847903866e-08,1.52707027047634e-07,-1,1.23003748907516e-09,2.68089599404619e-08,2.45793754789946e-09,4.87109209869178e-07
"Mpp6","Mpp6","NM_019939","Midbrain","15.5",6,0.4608,0.9599,-0.4991,-0.4991,-0.4991,0,1.21445665266908e-08,1.60188218898375e-07,-1,6.48124186293e-10,1.49821434376922e-08,1.296248372586e-09,2.75426248104847e-07
"Dnaja1","Dnaja1","NM_008298","Midbrain","15.5",6,0.897,0.6964,0.2006,0.2006,0.2006,0,1.2970985690497e-08,1.71088782012147e-07,1,5.20725438162079e-10,1.21600016860604e-08,1.4131215081961e-09,2.97195525910385e-07
"Cacna1b","Cacna1b","NM_007579","Midbrain","15.5",6,1,0.078525,0.921475,0.9215,0.92145,-4.99999999999945e-05,1.30074626027954e-08,1.7156991664953e-07,1,3.50204913089561e-10,8.48088829212128e-09,1.39611736992347e-09,2.95125102546991e-07
"Cacna1b","Cacna1b","NM_001042528","Midbrain","15.5",6,0,0.921475,-0.921475,-0.9215,-0.92145,4.99999999999945e-05,1.30074626027954e-08,1.7156991664953e-07,-1,3.50204913089561e-10,8.48088829212128e-09,1.39611736992347e-09,2.95125102546991e-07
"Angel2","Angel2","NM_001199020","Midbrain","11.5",2,0.13235,0,0.13235,0.13235,0.13235,0,1.41579780838108e-08,1.86745347185797e-07,1,1.5292471334435e-09,3.22551342385755e-08,3.05849426688699e-09,5.91898036412918e-07
"Gnas","Gnas","NM_001077510","Midbrain","15.5",6,0.1511,0.0164,0.1347,0.1347,0.1347,0,1.46829060591825e-08,1.93669207106192e-07,1,3.97659595275455e-09,7.6796960657205e-08,7.95319190550911e-09,1.42538589773468e-06
"Kalrn","Kalrn","NM_177357","Midbrain","15.5",6,0.295,0.97025,-0.67525,-0.67525,-0.67525,-1.11022302462516e-16,1.53517880653e-08,2.02491837125769e-07,-1,5.16507566151469e-10,1.21233596424373e-08,1.67291195342887e-09,3.44795763152045e-07
"Mllt3","Mllt3","NM_029931","Midbrain","15.5",6,0.1042,0.002,0.1022,0.1022,0.1022,0,1.7051678533403e-08,2.24913586457808e-07,1,9.31800600531089e-10,2.05040930222634e-08,1.86360120106218e-09,3.74729559474251e-07
"Mapre2","Mapre2","NM_153058","Midbrain","15.5",6,0.5446,0.93805,-0.39345,-0.39345,-0.39345,0,1.70788154683225e-08,2.25271525727322e-07,-1,1.40401862402364e-09,3.04558921429203e-08,2.80803724804727e-09,5.51191360222351e-07
"Cacnb4","Cacnb4","NM_146123","Midbrain","15.5",6,0,0.48985,-0.48985,-0.48985,-0.48985,0,1.72669203534712e-08,2.27752650636295e-07,-1,1.89816109342306e-09,3.94903787481697e-08,3.79632218684612e-09,7.2448290766165e-07
"Ogdh","Ogdh","NM_001252288","Midbrain","15.5",6,0.0297,0.1588,-0.1291,-0.1291,-0.1291,0,1.83876980665525e-08,2.42535836618677e-07,-1,2.37897883466172e-18,6.8053663289042e-16,4.75157348107974e-18,1.22415468520618e-14
"Kalrn","Kalrn","NM_001164268","Midbrain","15.5",6,0.705,0.02975,0.67525,0.67525,0.67525,3.46944695195361e-18,1.86853329639247e-08,2.46461674892712e-07,1,5.16507566151469e-10,1.21233596424373e-08,1.67291195342887e-09,3.44795763152045e-07
"Lrrc4c","Lrrc4c","NM_178725","Midbrain","15.5",6,0.0853,0.5233,-0.438,-0.438,-0.438,0,1.95051582755185e-08,2.57275264343055e-07,-1,2.16602780242635e-09,4.4456992160114e-08,4.33205560485271e-09,8.11689958953299e-07
"Aktip","Aktip","NM_001302337","Midbrain","15.5",6,0.0359,0.14705,-0.11115,-0.1111,-0.1112,-9.9999999999989e-05,1.96088232177331e-08,2.5864261676515e-07,-1,2.18067283846644e-09,4.45577659895576e-08,4.31544434734378e-09,8.11689958953299e-07
"Bscl2","Bscl2","NM_008144","Midbrain","15.5",6,0.114,0.5923,-0.4783,-0.4783,-0.4783,0,1.98234116959341e-08,2.61473063289823e-07,-1,4.71433540067126e-10,1.11224294478723e-08,9.3628568261958e-10,2.01013851803357e-07
"Sema6d","Sema6d","NM_001290997","Midbrain","15.5",6,0.0341,0.39445,-0.36035,-0.36035,-0.36035,0,2.03657301074608e-08,2.68626305048377e-07,-1,3.42655808950327e-09,6.70228904942584e-08,6.85311617900654e-09,1.23900220498493e-06
"Whsc1","Whsc1","NM_001177884","Midbrain","15.5",6,0.3714,0.64775,-0.27635,-0.27635,-0.27635,1.11022302462516e-16,2.03657301074608e-08,2.68626305048377e-07,-1,1.70887268718798e-09,3.57146588550657e-08,3.41774537437596e-09,6.55269684557687e-07
"Rhbdd3","Rhbdd3","NM_001290493","Midbrain","12.5",3,0,0.2852,-0.2852,-0.2852,-0.2852,-5.55111512312578e-17,2.1456222753235e-08,2.83010027535666e-07,-1,3.02550396736117e-09,6.02075289504872e-08,6.049123076334e-09,1.10069816722469e-06
"Prmt6","Prmt6","NM_178891","Midbrain","15.5",6,0.613,0.3707,0.2423,0.2423,0.2423,0,2.1456222753235e-08,2.83010027535666e-07,1,6.4478969535766e-10,1.49807230236143e-08,2.414669822396e-09,4.80846258321437e-07
"Prmt6","Prmt6","NR_024139","Midbrain","15.5",6,0.387,0.6293,-0.2423,-0.2423,-0.2423,0,2.27989621943272e-08,3.00720914049437e-07,-1,6.4478969535766e-10,1.49807230236143e-08,2.414669822396e-09,4.80846258321437e-07
"Shisa5","Shisa5","NM_026381","Midbrain","15.5",6,0.0799,0.57665,-0.49675,-0.49675,-0.49675,0,2.29278347517047e-08,3.02420757793206e-07,-1,1.95079843497368e-09,4.04018300311065e-08,3.90159686994736e-09,7.41142114518135e-07
"Ugp2","Ugp2","NM_139297","Midbrain","15.5",6,0.6502,0.25495,0.39525,0.39525,0.39525,0,2.31354754085617e-08,3.05159561761195e-07,1,7.37567544499305e-10,1.6820565646396e-08,2.63940711699497e-09,5.20569751557699e-07
"Kcnip1","Kcnip1","NM_001190885","Midbrain","15.5",6,0,0.20155,-0.20155,-0.20155,-0.20155,0,2.31354754085617e-08,3.05159561761195e-07,-1,2.63525266117035e-09,5.2901541360424e-08,5.27050532234068e-09,9.78629073246229e-07
"Ptprs","Ptprs","NM_011218","Midbrain","15.5",6,0.36765,0.0833,0.28435,0.28435,0.28435,1.38777878078145e-17,2.47648690493429e-08,3.26651449893015e-07,1,2.87838705713544e-11,8.90160645980331e-10,5.73886652592365e-11,1.64279156355169e-08
"Mtcl1","Mtcl1","NM_172963","Midbrain","15.5",6,1,0.18255,0.81745,0.81745,0.81745,0,2.55768874194677e-08,3.3736206489415e-07,1,7.38678980757176e-10,1.6820565646396e-08,2.95434472189097e-09,5.77161755029488e-07
"Mtcl1","Mtcl1","NM_001114098","Midbrain","15.5",6,0,0.81745,-0.81745,-0.81745,-0.81745,0,2.55768874194677e-08,3.3736206489415e-07,-1,7.38678980757176e-10,1.6820565646396e-08,2.95434472189097e-09,5.77161755029488e-07
"Ugp2","Ugp2","NM_001290634","Midbrain","15.5",6,0.3498,0.74505,-0.39525,-0.39525,-0.39525,0,2.55768874194677e-08,3.3736206489415e-07,-1,7.37567544499305e-10,1.6820565646396e-08,2.63940711699497e-09,5.20569751557699e-07
"Snrpn","Snrpn","NM_013670","Midbrain","15.5",6,0.9897,0.8151,0.1746,0.173,0.1762,0.00319999999999987,2.75711745409526e-08,3.63666939692319e-07,1,2.39213034684625e-09,4.84459318474128e-08,4.25848732965852e-09,8.05225830014662e-07
"Pde4dip","Pde4dip","NM_178080","Midbrain","15.5",6,0.2916,0.8042,-0.5126,-0.5126,-0.5126,0,2.78823698503647e-08,3.67771641349203e-07,-1,4.04302159290661e-09,7.7751721977872e-08,8.08604318581321e-09,1.44292217746964e-06
"Smarcc2","Smarcc2","NM_198160","Midbrain","15.5",6,0.66435,0.22775,0.4366,0.4366,0.4366,0,2.84485742575391e-08,3.75239942117151e-07,1,2.48871045873655e-09,5.01798580160228e-08,4.97742091747310e-09,9.28391010965757e-07
"Tpm1","Tpm1","NM_001164254","Midbrain","15.5",6,0.00995,0.131025,-0.121075,-0.1211,-0.12105,4.99999999999945e-05,3.19957676604935e-08,4.22027828046099e-07,-1,5.99028293672493e-16,6.23125568213409e-14,1.14539928077806e-15,1.12415565001639e-12
"Myadm","Myadm","NM_001093764","Midbrain","15.5",6,0.06385,0.48205,-0.4182,-0.4182,-0.4182,0,3.66730632375427e-08,4.83721890662669e-07,-1,4.31275458062339e-09,8.22478238146385e-08,8.62550916124677e-09,1.51945455456973e-06
"Celf3","Celf3","NM_001289616","Midbrain","15.5",6,0,0.38525,-0.38525,-0.38525,-0.38525,0,3.78608834395881e-08,4.99389374727989e-07,-1,4.46454134032372e-09,8.47892353305463e-08,8.92908268064744e-09,1.56623820725078e-06
"2310045N01Rik","2310045N01Rik","NM_001309645","Midbrain","15.5",6,0.59285,0.9235,-0.33065,-0.33065,-0.33065,-2.22044604925031e-16,3.80187044775529e-08,5.01471052235434e-07,-1,6.74295150117181e-09,1.23449956083453e-07,1.34859030023436e-08,2.25061863420982e-06
"Qk","Qk","NM_001159517","Midbrain","15.5",6,0.66475,0.3803,0.28445,0.28445,0.28445,0,4.03077342819954e-08,5.31663616669337e-07,1,3.58895660759638e-09,6.96044677668162e-08,7.17791321519276e-09,1.29205664138959e-06
"Pcdh10","Pcdh10","NM_001098171","Midbrain","15.5",6,0.0167,0.3004,-0.2837,-0.2837,-0.2837,0,4.28496286163651e-08,5.65191493119738e-07,-1,5.10073872640282e-09,9.607440802776e-08,1.02014774528056e-08,1.77432658596788e-06
"Postn","Postn","NM_015784","Midbrain","14.5",5,0.0073,0.28835,-0.28105,-0.28105,-0.28105,0,4.69285235037289e-08,6.18992582326544e-07,-1,4.21220709087156e-09,8.06664094348082e-08,8.42331579132236e-09,1.4902049225133e-06
"G3bp2","G3bp2","NM_011816","Midbrain","15.5",6,0.3175,0.545125,-0.227625,-0.22615,-0.2291,-0.0029499999999999,4.88638857462218e-08,6.44520231244005e-07,-1,7.36854515926669e-09,1.33387093985714e-07,1.13635302162446e-08,1.9436365637826e-06
"Sorbs1","Sorbs1","NM_178362","Midbrain","15.5",6,0.37105,0.1556,0.21545,0.21545,0.21545,2.77555756156289e-17,4.88638857462218e-08,6.44520231244005e-07,1,7.397016479604e-09,1.33387093985714e-07,1.4794032959208e-08,2.43930106366282e-06
"Pax3","Pax3","NM_008781","Midbrain","15.5",6,1,0.85705,0.14295,0.14295,0.14295,-1.11022302462516e-16,4.88638857462218e-08,6.44520231244005e-07,1,1.47954084028266e-09,3.19090384604682e-08,5.91386523209739e-09,1.0882839818937e-06
"Pax3","Pax3","NM_001159520","Midbrain","15.5",6,0,0.14295,-0.14295,-0.14295,-0.14295,0,4.88638857462218e-08,6.44520231244005e-07,-1,1.47954084028266e-09,3.19090384604682e-08,5.91386523209739e-09,1.0882839818937e-06
"Wdr35","Wdr35","NM_001159527","Midbrain","15.5",6,0.88775,0.30605,0.5817,0.5817,0.5817,0,4.92275543867298e-08,6.49317062128345e-07,1,1.50757923394969e-09,3.21375882617433e-08,5.99367203685996e-09,1.09806813591457e-06
"Wdr35","Wdr35","NM_172470","Midbrain","15.5",6,0.11225,0.69395,-0.5817,-0.5817,-0.5817,0,4.93988724380845e-08,6.51576766783209e-07,-1,1.50757923394969e-09,3.21375882617433e-08,5.99367203685996e-09,1.09806813591457e-06
"Adam15","Adam15","NM_009614","Midbrain","15.5",6,0.904,0.31445,0.58955,0.58955,0.58955,0,4.94677948060354e-08,6.52485860684588e-07,1,1.5215387872752e-09,3.22411251359193e-08,6.06143243555442e-09,1.10069816722469e-06
"Adam15","Adam15","NM_001037722","Midbrain","15.5",6,0.096,0.68555,-0.58955,-0.58955,-0.58955,0,4.94677948060354e-08,6.52485860684588e-07,-1,1.5215387872752e-09,3.22411251359193e-08,6.06143243555442e-09,1.10069816722469e-06
"Parp6","Parp6","NR_038075","Midbrain","15.5",6,0.2651,0.00495,0.26015,0.26015,0.26015,0,4.94677948060354e-08,6.52485860684588e-07,1,3.21765302923533e-16,3.68179947870252e-14,6.43530605847066e-16,6.80179332104267e-13
"Mapt","Mapt","NM_001038609","Midbrain","15.5",6,0.34965,0.00365,0.346,0.346,0.346,0,4.9919960593398e-08,6.58449979038686e-07,1,7.7071441916387e-09,1.38335682216197e-07,1.54142883832774e-08,2.53144554947412e-06
"Odf2","Odf2","NM_001113214","Midbrain","0",8,0.0434,0.1832,-0.1398,-0.1398,-0.1398,0,5.06792058767387e-08,6.68464511000616e-07,-1,3.01557668226075e-17,6.00099759769888e-15,6.03115336452149e-17,1.08091456298308e-13
"Arvcf","Arvcf","NM_001272032","Midbrain","15.5",6,0.8892,0.285675,0.603525,0.6032,0.60385,0.000649999999999984,5.08116937034018e-08,6.70212040558978e-07,1,6.60322940724617e-14,3.99220222087171e-12,1.29138439696849e-13,7.28673164971092e-11
"Snap91","Snap91","NM_001277983","Midbrain","15.5",6,0.57385,0.02025,0.5536,0.5536,0.5536,3.46944695195361e-18,5.26808666285318e-08,6.94866644824317e-07,1,3.65732833099083e-10,8.81031145839211e-09,7.31465666198165e-10,1.59533162171109e-07
"Tsc22d3","Tsc22d3","NM_001077364","Midbrain","15.5",6,0.25435,0.01885,0.2355,0.2355,0.2355,3.46944695195361e-18,5.29450949882523e-08,6.9835184705307e-07,1,2.93123848527974e-11,9.00421379001703e-10,5.86247697055948e-11,1.66660230972564e-08
"Fam57b","Fam57b","NM_026884","Midbrain","15.5",6,0.8885,0.0116,0.8769,0.8769,0.8769,0,6.16614768999823e-08,8.13321919522054e-07,1,2.33753690876733e-16,3.14673718571413e-14,4.67507381753465e-16,5.66798102239381e-13
"Cep55","Cep55","NM_028293","Midbrain","0",8,0.59735,1.96261557335472e-17,0.59735,0.59735,0.59735,3.92523114670944e-17,6.17737667403591e-08,8.14803035335517e-07,1,5.8259911829507e-09,1.08396592050266e-07,1.16519823659014e-08,1.98473845612033e-06
"Lrrtm4","Lrrtm4","NM_001134743","Midbrain","15.5",6,0,0.2488,-0.2488,-0.2488,-0.2488,0,6.3243262795612e-08,8.34185856060473e-07,-1,5.97973967552982e-09,1.10681664640704e-07,1.19594793510596e-08,2.02041823201903e-06
"Rapgef4","Rapgef4","NM_019688","Midbrain","15.5",6,0,0.715,-0.715,-0.715,-0.715,0,6.40522004505632e-08,8.44855836076777e-07,-1,8.09543669511792e-09,1.44174372581925e-07,1.61908733902358e-08,2.63796231713569e-06
"Mast2","Mast2","NM_001042743","Midbrain","15.5",6,0.11345,0.638675,-0.525225,-0.52525,-0.5252,4.99999999998835e-05,6.4629328864569e-08,8.52468225741904e-07,-1,2.08090429071802e-09,4.2902247471245e-08,8.17554250246261e-09,1.45260464201918e-06
"Mast2","Mast2","NM_008641","Midbrain","15.5",6,0.88655,0.361325,0.525225,0.52525,0.5252,-4.9999999999939e-05,6.55262364953899e-08,8.64298539782492e-07,1,2.08090429071802e-09,4.2902247471245e-08,8.17554250246261e-09,1.45260464201918e-06
"Pax6","Pax6","NM_001310146","Midbrain","15.5",6,1,0.0616,0.9384,0.9384,0.9384,0,7.03551231243945e-08,9.27992105679833e-07,1,1.26237140847343e-15,1.22933488012402e-13,2.52474281694686e-15,2.21430845967786e-12
"Barhl1","Barhl1","NM_019446","Midbrain","15.5",6,0,0.570425,-0.570425,-0.57045,-0.5704,4.99999999999945e-05,7.39738586575915e-08,9.75723640473858e-07,-1,2.37330823695173e-09,4.82783635579024e-08,9.44834067491329e-09,1.65029799870413e-06
"Barhl1","Barhl1","NM_001164186","Midbrain","15.5",6,1,0.429575,0.570425,0.57045,0.5704,-5.000000000005e-05,7.40815441444508e-08,9.77144024338796e-07,1,2.37330823695173e-09,4.82783635579024e-08,9.44834067491329e-09,1.65029799870413e-06
"Frmd4a","Frmd4a","NM_001177844","Midbrain","15.5",6,0.63135,0.10885,0.5225,0.5225,0.5225,-2.77555756156289e-17,7.56813772567613e-08,9.98246005725489e-07,1,7.30996126095905e-09,1.33297580443863e-07,1.46199225219181e-08,2.42027411438007e-06
"Rufy3","Rufy3","NM_027530","Midbrain","15.5",6,0.13095,0.6682,-0.53725,-0.53725,-0.53725,0,7.82622735901961e-08,1.03228832299598e-06,-1,6.18935447390281e-14,3.88064046945934e-12,1.23787089478056e-13,7.08698783470799e-11
"Eml4","Eml4","NM_001114361","Midbrain","15.5",6,0.84525,0.1808,0.66445,0.66445,0.66445,0,7.87943236844716e-08,1.03930612447778e-06,1,2.26171802878512e-10,5.68784803173048e-09,4.51601641319676e-10,1.03419358243626e-07
"Dpp6","Dpp6","NM_001198886","Midbrain","15.5",6,0.815,0.2701,0.5449,0.5449,0.5449,0,8.00223164074642e-08,1.05550348868044e-06,1,1.03951654932122e-08,1.82293764223878e-07,2.07903309864243e-08,3.33462584638863e-06
"Ralyl","Ralyl","NM_178631","Midbrain","15.5",6,0,0.1223,-0.1223,-0.1223,-0.1223,0,8.04795668703741e-08,1.06153467448547e-06,-1,1.39173141091638e-15,1.32707388911756e-13,2.78346282183276e-15,2.3903583854988e-12
"Aifm1","Aifm1","NM_012019","Midbrain","15.5",6,0.998,0.808775,0.189225,0.1892,0.18925,4.99999999999945e-05,8.15838908718335e-08,1.07610083413322e-06,1,2.67036830745834e-09,5.33723831582393e-08,1.06395285827138e-08,1.83503062481367e-06
"Aifm1","Aifm1","NM_001290364","Midbrain","15.5",6,0.002,0.191225,-0.189225,-0.1892,-0.18925,-4.99999999999945e-05,8.16239318790134e-08,1.07662897958897e-06,-1,2.67036830745834e-09,5.33723831582393e-08,1.06395285827138e-08,1.83503062481367e-06
"Mbp","Mbp","NM_001025245","Midbrain","16.5",7,0.654,0.172,0.482,0.482,0.482,0,8.17012298643018e-08,1.07764854883918e-06,1,1.80081879629047e-12,7.10764834294255e-11,3.60163759258092e-12,1.3379160329835e-09
"Arhgef40","Arhgef40","NM_198249","Midbrain","15.5",6,0.7037,0.26385,0.43985,0.43985,0.43985,0,8.18615693419373e-08,1.07976344485338e-06,1,8.07366839918683e-09,1.44174372581925e-07,1.61473367983737e-08,2.63796231713569e-06
"Pigp","Pigp","NM_001159616","Midbrain","15.5",6,0.39195,0.0256,0.36635,0.36635,0.36635,0,8.48974975326701e-08,1.11980768426761e-06,1,1.68072220888357e-08,2.79733292729458e-07,3.36144441776714e-08,5.13193328883426e-06
"Pus7","Pus7","NM_178403","Midbrain","15.5",6,0.99525,0.342,0.65325,0.65325,0.65325,-5.55111512312578e-17,8.58141478738782e-08,1.13189840691201e-06,1,3.19912792563213e-09,6.28429550026534e-08,1.13532179339412e-08,1.9436365637826e-06
"Asap1","Asap1","NM_001276461","Midbrain","15.5",6,0.34985,0,0.34985,0.34985,0.34985,0,8.63182800901432e-08,1.13854796839577e-06,1,1.43093737466683e-08,2.42570383846299e-07,2.86187474933365e-08,4.40184413671913e-06
"Gjc2","Gjc2","NM_080454","Midbrain","0",8,1,3.92523114670944e-17,1,1,1,7.85046229341888e-17,8.95813056185348e-08,1.18158764761892e-06,1,3.06769319827227e-09,6.07828215086243e-08,1.1908867344351e-08,2.02014720000711e-06
"Cldnd1","Cldnd1","NM_001252450","Midbrain","15.5",6,0.01455,0.1816,-0.16705,-0.16705,-0.16705,0,9.08470636912878e-08,1.19828314109618e-06,-1,2.29003068297104e-14,1.61253391322437e-12,4.58006136594207e-14,2.94991943299158e-11
"Gjc2","Gjc2","NM_175452","Midbrain","0",8,0,1,-1,-1,-1,1.11022302462516e-16,9.18619994324738e-08,1.21167025938645e-06,-1,3.06769319827227e-09,6.07828215086243e-08,1.1908867344351e-08,2.02014720000711e-06
"Aftph","Aftph","NM_181411","Midbrain","15.5",6,0.9833,0.29695,0.68635,0.68635,0.68635,0,9.22441507600186e-08,1.21671087902277e-06,1,5.63716793529099e-11,1.65393061793762e-09,1.1274335870582e-10,3.01779044893912e-08
"Elmo1","Elmo1","NM_080288","Midbrain","15.5",6,0.99545,0.1631,0.83235,0.83235,0.83235,2.77555756156289e-17,9.23903102546793e-08,1.21863873944277e-06,1,3.11997439672863e-09,6.15522535078747e-08,1.24003931635265e-08,2.08635497873599e-06
"Elmo1","Elmo1","NM_198093","Midbrain","15.5",6,0.00455,0.8369,-0.83235,-0.83235,-0.83235,-2.22044604925031e-16,9.27618040946609e-08,1.22353878560148e-06,-1,3.11997439672863e-09,6.15522535078747e-08,1.24003931635265e-08,2.08635497873599e-06
"Pus7","Pus7","NM_001289780","Midbrain","15.5",6,0.00355,0.658,-0.65445,-0.65445,-0.65445,0,9.48897730927425e-08,1.25160693961295e-06,-1,3.19912792563213e-09,6.28429550026534e-08,1.13532179339412e-08,1.9436365637826e-06
"Mtss1","Mtss1","NM_144800","Midbrain","15.5",6,0.65325,0.2288,0.42445,0.42445,0.42445,-2.77555756156289e-17,9.72991482860319e-08,1.28338687346425e-06,1,3.55879163071548e-09,6.9313145930999e-08,1.31533389149202e-08,2.2040413360229e-06
"Nrxn3","Nrxn3","NM_001252074","Midbrain","15.5",6,0.1275,0.52595,-0.39845,-0.39845,-0.39845,0,9.72991482860319e-08,1.28338687346425e-06,-1,9.91103411877373e-09,1.74472319852413e-07,1.98220682375475e-08,3.19174240387055e-06
"Cacfd1","Cacfd1","NM_001243240","Midbrain","15.5",6,0.04175,0.173,-0.13125,-0.13125,-0.13125,0,9.72991482860319e-08,1.28338687346425e-06,-1,9.89112676297652e-09,1.74472319852413e-07,1.9782253525953e-08,3.19174240387055e-06
"Mapk9","Mapk9","NM_207692","Midbrain","15.5",6,0.71665,0.26995,0.4467,0.44105,0.45235,0.0113,1.0124474870816e-07,1.33542979345783e-06,1,4.0319796729215e-10,9.66197432615795e-09,5.42751626437586e-10,1.21591199402721e-07
"Mtss1","Mtss1","NM_001146180","Midbrain","15.5",6,0.34675,0.7712,-0.42445,-0.42445,-0.42445,0,1.0444406762407e-07,1.37762917518967e-06,-1,3.55879163071548e-09,6.9313145930999e-08,1.31533389149202e-08,2.2040413360229e-06
"Asap2","Asap2","NM_001004364","Midbrain","15.5",6,0.94345,0.1421,0.80135,0.8013,0.8014,9.9999999999989e-05,1.05331901153221e-07,1.38933980079335e-06,1,9.16890063375689e-14,5.24377569719173e-12,1.83192972536942e-13,9.68128575193084e-11
"Slc44a2","Slc44a2","NM_152808","Midbrain","12.5",3,0.00875,0.11505,-0.1063,-0.1063,-0.1063,0,1.05477615368529e-07,1.39126178792785e-06,-1,7.56281564580384e-11,2.16343795067776e-09,3.33819033223222e-10,7.95396771431204e-08
"Eif4e2","Eif4e2","NM_023314","Midbrain","15.5",6,0.2392,0.52165,-0.28245,-0.28245,-0.28245,0,1.107808085292e-07,1.46121151112422e-06,-1,1.14170522491546e-08,1.98691437811333e-07,2.28341044983091e-08,3.60630379431266e-06
"Evl","Evl","NM_001163394","Midbrain","15.5",6,0.601,0.0939,0.5071,0.5071,0.5071,0,1.110234768621e-07,1.46441233413793e-06,1,1.52915614053095e-08,2.58263751114767e-07,3.05831228106191e-08,4.68649740196749e-06
"Dnajb6","Dnajb6","NM_011847","Midbrain","15.5",6,0.6498,0.9043,-0.2545,-0.2545,-0.2545,0,1.12255607752268e-07,1.48066428123806e-06,-1,2.8065836246945e-10,6.94363959471714e-09,5.61316724938899e-10,1.25070557617182e-07
"Lppr3","Lppr3","NM_181681","Midbrain","15.5",6,0.47405,0.7392,-0.26515,-0.26515,-0.26515,0,1.12342711803463e-07,1.48181319361703e-06,-1,2.20080303429872e-16,3.05244711757129e-14,4.40160606859744e-16,5.49814341432786e-13
"Mllt3","Mllt3","NM_027326","Midbrain","15.5",6,0.8958,0.998,-0.1022,-0.1022,-0.1022,0,1.17384876132177e-07,1.5483199167211e-06,-1,9.31800600531089e-10,2.05040930222634e-08,1.86360120106218e-09,3.74729559474251e-07
"Hexim2","Hexim2","NM_027658","Midbrain","11.5",2,0.8692,0,0.8692,0.8692,0.8692,0,1.18165612458778e-07,1.55861791799703e-06,1,1.23197351009591e-08,2.11982810364999e-07,2.46394702019182e-08,3.86184153179333e-06
"Tmem201","Tmem201","NM_001284270","Midbrain","15.5",6,0.1503,0.48075,-0.33045,-0.33045,-0.33045,0,1.19914247402617e-07,1.58168261252865e-06,-1,1.25494167782727e-08,2.15126144547394e-07,2.50988335565455e-08,3.91893845892835e-06
"Asph","Asph","NM_001177852","Midbrain","15.5",6,0.39985,0,0.39985,0.39985,0.39985,0,1.21738742150743e-07,1.60574790653889e-06,1,3.59210696206275e-18,9.67121974433011e-16,7.16760810517361e-18,1.7379775508017e-14
"Palld","Palld","NM_001293773","Midbrain","15.5",6,0.0399,0.4333,-0.3934,-0.3934,-0.3934,0,1.28493376297074e-07,1.69484230203113e-06,-1,7.9315525763423e-11,2.25482708956017e-09,1.58631051526846e-10,4.16492689245342e-08
"LOC105245869","LOC105245869","NR_131969","Midbrain","15.5",6,1,0.47925,0.52075,0.5212,0.5203,-0.000899999999999956,1.2912992443617e-07,1.7032384446535e-06,1,4.5495163918152e-09,8.60460186997445e-08,1.79182309018935e-08,2.90790520006358e-06
"LOC105245869","LOC105245869","NR_131970","Midbrain","15.5",6,0,0.52075,-0.52075,-0.5212,-0.5203,0.000900000000000012,1.2912992443617e-07,1.7032384446535e-06,-1,4.5495163918152e-09,8.60460186997445e-08,1.79182309018935e-08,2.90790520006358e-06
"Csrnp3","Csrnp3","NM_178634","Midbrain","15.5",6,0,0.323,-0.323,-0.323,-0.323,0,1.32468442268831e-07,1.74727387598809e-06,-1,1.40490418720039e-08,2.39042619509896e-07,2.80980837440078e-08,4.35425538714236e-06
