"gene_id","gene_name","isoform_id","region","stage","stage_index","target_mean_if","other_mean_if","target_difference","target_vs_other_1","target_vs_other_2","other_region_difference","max_pair_q","max_pair_q_by","state","gene_simes_p","gene_q","gene_bonferroni_p","gene_q_by"
"Slc44a2","Slc44a2","NM_001199186","Midbrain","12.5",3,0.99125,0.88495,0.1063,0.1063,0.1063,0,1.42937966018581e-07,1.88536808943744e-06,1,7.56281564580384e-11,2.16343795067776e-09,3.33819033223222e-10,7.95396771431204e-08
"Gls","Gls","NM_001081081","Midbrain","15.5",6,0.20405,0.47855,-0.2745,-0.2745,-0.2745,0,1.47006070511991e-07,1.93902685211617e-06,-1,6.15634868661805e-09,1.13163084090967e-07,2.08817442973811e-08,3.33630617554357e-06
"Ppp2r3a","Ppp2r3a","NM_172144","Midbrain","15.5",6,0.90935,0.0219,0.88745,0.88745,0.88745,0,1.55727259459906e-07,2.0540603299412e-06,1,5.5674641374377e-09,1.04009319824704e-07,2.22478065600782e-08,3.54083971363568e-06
"Ppp2r3a","Ppp2r3a","NM_001161362","Midbrain","15.5",6,0.09065,0.9781,-0.88745,-0.88745,-0.88745,1.11022302462516e-16,1.55727259459906e-07,2.0540603299412e-06,-1,5.5674641374377e-09,1.04009319824704e-07,2.22478065600782e-08,3.54083971363568e-06
"Trpm3","Trpm3","NM_001035245","Midbrain","0",8,0.0508,0.71455,-0.66375,-0.66375,-0.66375,1.11022302462516e-16,1.55727259459906e-07,2.0540603299412e-06,-1,1.82734462481849e-11,5.88996925901001e-10,3.65468924963697e-11,1.08381332807132e-08
"Med22","Med22","NM_001033908","Midbrain","15.5",6,0.8378,0.96735,-0.12955,-0.12955,-0.12955,0,1.58852714751329e-07,2.09528544203386e-06,-1,1.13837888577089e-08,1.98691437811333e-07,2.27675777154177e-08,3.60630379431266e-06
"Exoc1","Exoc1","NM_027270","Midbrain","15.5",6,0.2405,0.9077,-0.6672,-0.6672,-0.6672,0,1.65175053159172e-07,2.17867780738501e-06,-1,1.7794883692989e-08,2.94033150407258e-07,3.5589767385978e-08,5.41345698823001e-06
"Pigp","Pigp","NM_001159617","Midbrain","15.5",6,0.10235,0.326125,-0.223775,-0.2238,-0.22375,4.9999999999939e-05,1.68730281549985e-07,2.22557167572108e-06,-1,1.68072220888357e-08,2.79733292729458e-07,3.36144441776714e-08,5.13193328883426e-06
"Nckap5","Nckap5","NM_172484","Midbrain","15.5",6,0.13105,0.71225,-0.5812,-0.5812,-0.5812,0,1.68989071294733e-07,2.22898514199748e-06,-1,1.22897267461124e-08,2.11982810364999e-07,2.45794534922248e-08,3.86184153179333e-06
"Trim24","Trim24","NM_001272064","Midbrain","15.5",6,0.3104,0.734225,-0.423825,-0.4238,-0.42385,-4.99999999998835e-05,1.68989071294733e-07,2.22898514199748e-06,-1,1.84384113744239e-08,3.03570535470281e-07,3.67836810009746e-08,5.57448967611318e-06
"Mapre2","Mapre2","NM_001162942","Midbrain","15.5",6,0.34835,0.05095,0.2974,0.2974,0.2974,0,1.68989071294733e-07,2.22898514199748e-06,1,1.40401862402364e-09,3.04558921429203e-08,2.80803724804727e-09,5.51191360222351e-07
"Gls","Gls","NM_001113383","Midbrain","15.5",6,0.79595,0.52145,0.2745,0.2745,0.2745,0,1.68989071294733e-07,2.22898514199748e-06,1,6.15634868661805e-09,1.13163084090967e-07,2.08817442973811e-08,3.33630617554357e-06
"Acsl1","Acsl1","NM_001302163","Midbrain","15.5",6,0.3735,0.0049,0.3686,0.3686,0.3686,0,1.77182196469405e-07,2.33705339837021e-06,1,8.98682306146106e-09,1.59429027722121e-07,2.58759331426118e-08,4.02502867152788e-06
"Bdnf","Bdnf","NM_001048139","Midbrain","15.5",6,0,0.1377,-0.1377,-0.1377,-0.1377,-2.77555756156289e-17,1.77593036206672e-07,2.34247242140581e-06,-1,4.54871993351914e-08,6.96304051361776e-07,9.09743986703828e-08,1.2669116054567e-05
"Cdc42","Cdc42","NM_001243769","Midbrain","15.5",6,0.20705,0.6017,-0.39465,-0.39465,-0.39465,0,1.940964363472e-07,2.56015415327069e-06,-1,7.40229885784823e-09,1.33387093985714e-07,2.8470165146078e-08,4.39539142828666e-06
"Rusc1","Rusc1","NM_001083807","Midbrain","15.5",6,0.05965,0.6934,-0.63375,-0.63375,-0.63375,0,1.97474545933245e-07,2.60471180435217e-06,-1,2.17715805215209e-08,3.49643944024566e-07,4.35431610430419e-08,6.57470299156065e-06
"Sh3glb1","Sh3glb1","NM_001282042","Midbrain","15.5",6,0.7295,0.13325,0.59625,0.59625,0.59625,0,1.98715392258564e-07,2.62107870903688e-06,1,8.00441393610801e-20,4.57952532319579e-17,1.6008827872216e-19,8.24875453256352e-16
"Mbp","Mbp","NM_001025245","Midbrain","14.5",5,0.7459,0.26455,0.48135,0.48135,0.48135,0,1.99531211185488e-07,2.63183945381607e-06,1,1.80081879629047e-12,7.10764834294255e-11,3.60163759258092e-12,1.3379160329835e-09
"Cdc42","Cdc42","NM_009861","Midbrain","15.5",6,0.79295,0.3983,0.39465,0.39465,0.39465,0,2.00117872146191e-07,2.63957757886035e-06,1,7.40229885784823e-09,1.33387093985714e-07,2.8470165146078e-08,4.39539142828666e-06
"Parp6","Parp6","NM_001205239","Midbrain","15.5",6,0.20095,0.59495,-0.394,-0.394,-0.394,0,2.07165528223743e-07,2.73253696707649e-06,-1,3.21765302923533e-16,3.68179947870252e-14,6.43530605847066e-16,6.80179332104267e-13
"Zfp821","Zfp821","NM_001286393","Midbrain","15.5",6,0.2246,0.457425,-0.232825,-0.23285,-0.2328,4.9999999999939e-05,2.14357629033422e-07,2.82740159779904e-06,-1,3.18530949909854e-08,5.01002116060962e-07,6.34690272880216e-08,9.31052894231827e-06
"Elavl4","Elavl4","NM_001163397","Midbrain","15.5",6,0.35575,0.03205,0.3237,0.3237,0.3237,6.93889390390723e-18,2.24850367047303e-07,2.9658020100424e-06,1,2.51131112193121e-08,4.00497247563733e-07,5.02262224386242e-08,7.5013644428418e-06
"Acsl1","Acsl1","NM_007981","Midbrain","15.5",6,0.6265,0.9951,-0.3686,-0.3686,-0.3686,0,2.40616180235953e-07,3.17375488580985e-06,-1,8.98682306146106e-09,1.59429027722121e-07,2.58759331426118e-08,4.02502867152788e-06
"Speg","Speg","NM_001085371","Midbrain","15.5",6,0.0303,0.17915,-0.14885,-0.14885,-0.14885,0,2.43465747877113e-07,3.21134100830048e-06,-1,3.52675894300239e-14,2.33941676552492e-12,7.05351788600477e-14,4.21381546913519e-11
"Lingo2","Lingo2","NM_001165999","Midbrain","10.5",1,0.97155,0.43325,0.5383,0.5383,0.5383,-5.55111512312578e-17,2.6872604985824e-07,3.54452727512185e-06,1,6.73706166031206e-14,4.00461444405822e-12,1.34741233206241e-13,7.30812147427169e-11
"Rps24","Rps24","NM_207635","Midbrain","15.5",6,0.38375,0.02335,0.3604,0.3603,0.3605,0.000200000000000002,2.70997777855161e-07,3.57449162673939e-06,1,2.75429327133615e-10,6.85130451244867e-09,5.36543983340486e-10,1.20857351104802e-07
"Abi2","Abi2","NM_001198570","Midbrain","15.5",6,0.0802,0.2757,-0.1955,-0.1955,-0.1955,0,2.85362466578113e-07,3.76396351085333e-06,-1,5.07398135666407e-12,1.82863091885445e-10,1.01479627133281e-11,3.40088998561779e-09
"Meis2","Meis2","NM_001159567","Midbrain","15.5",6,0,0.32845,-0.32845,-0.32685,-0.33005,-0.00319999999999998,2.85757831201818e-07,3.76917841537442e-06,-1,6.48588318642138e-08,9.57609269169376e-07,1.21662019712996e-07,1.64427333703698e-05
"Kctd17","Kctd17","NM_001289673","Midbrain","15.5",6,0.3734,0.7719,-0.3985,-0.3985,-0.3985,1.11022302462516e-16,3.07771957447866e-07,4.05954725366998e-06,-1,4.68653312211897e-08,7.15008736664618e-07,9.37306624423794e-08,1.29653502745834e-05
"Herc4","Herc4","NM_030114","Midbrain","15.5",6,0.0972,0.640075,-0.542875,-0.54285,-0.5429,-5.00000000001055e-05,3.13441726332062e-07,4.13433215250756e-06,-1,1.20262053224179e-08,2.08499779396617e-07,4.77469538149188e-08,7.15701302425812e-06
"Herc4","Herc4","NM_026101","Midbrain","15.5",6,0.9028,0.359925,0.542875,0.54285,0.5429,4.99999999999945e-05,3.1459145667859e-07,4.14949722703031e-06,1,1.20262053224179e-08,2.08499779396617e-07,4.77469538149188e-08,7.15701302425812e-06
"Mfn2","Mfn2","NM_133201","Midbrain","15.5",6,0,0.7149,-0.7149,-0.7149,-0.7149,0,3.16051792566582e-07,4.16875922410337e-06,-1,5.23491866057829e-09,9.8197634055192e-08,1.04698373211566e-08,1.81335071793154e-06
"Palld","Palld","NM_001293772","Midbrain","15.5",6,0.5033,0.0402,0.4631,0.4631,0.4631,0,3.32741470059999e-07,4.38889797551809e-06,1,7.9315525763423e-11,2.25482708956017e-09,1.58631051526846e-10,4.16492689245342e-08
"Prkacb","Prkacb","NM_001164198","Midbrain","15.5",6,0.03785,0.21775,-0.1799,-0.1799,-0.1799,0,3.34091772508046e-07,4.40670861895699e-06,-1,5.14603289442769e-08,7.79913660854156e-07,1.02920657888554e-07,1.41889480042792e-05
"Parp6","Parp6","NR_038074","Midbrain","15.5",6,0.53395,0.01035,0.5236,0.5236,0.5236,1.73472347597681e-18,3.41359033767258e-07,4.50256462458912e-06,1,3.21765302923533e-16,3.68179947870252e-14,6.43530605847066e-16,6.80179332104267e-13
"Dnm1","Dnm1","NM_010065","Midbrain","15.5",6,0.9225,0.5905,0.332,0.332,0.332,0,3.42530547351275e-07,4.51801702250111e-06,1,3.97343097191062e-08,6.18584814912751e-07,7.94686194382123e-08,1.13742301716264e-05
"Dst","Dst","NM_001276764","Midbrain","15.5",6,0.22435,0.06955,0.1548,0.1548,0.1548,1.38777878078145e-17,3.43602961408906e-07,4.53216228634695e-06,1,3.99410648597874e-08,6.19695775807616e-07,7.98821297195747e-08,1.13938533178125e-05
"Sema6b","Sema6b","NM_001130456","Midbrain","15.5",6,0,0.9909,-0.9909,-0.9909,-0.9909,1.11022302462516e-16,3.49797950993786e-07,4.61387490618521e-06,-1,1.38240667764084e-08,2.36092364312019e-07,5.43266930360246e-08,8.08448449393124e-06
"Sema6b","Sema6b","NM_013662","Midbrain","15.5",6,1,0.0091,0.9909,0.9909,0.9909,0,3.55309740945182e-07,4.68657604486445e-06,1,1.38240667764084e-08,2.36092364312019e-07,5.43266930360246e-08,8.08448449393124e-06
"Mdp1","Mdp1","NR_028316","Midbrain","15.5",6,0.25805,0.4602,-0.20215,-0.20215,-0.20215,0,3.65346885318312e-07,4.81896712497618e-06,-1,1.64953457517874e-08,2.76553837018061e-07,5.70918357180329e-08,8.46541090756334e-06
"Phactr1","Phactr1","NM_001302636","Midbrain","15.5",6,0.9098,0.03015,0.87965,0.87965,0.87965,0,3.67743462377337e-07,4.85057824997551e-06,1,5.75838608500104e-08,8.6131153957679e-07,1.1516772170002e-07,1.57196424813167e-05
"Dctd","Dctd","NM_178788","Midbrain","0",8,0.3143,-2.08527904668939e-17,0.3143,0.3143,0.3143,-4.17055809337878e-17,3.76252457956556e-07,4.96281287304367e-06,1,5.90364965588141e-08,8.77305340096403e-07,1.18072993117628e-07,1.60630043153653e-05
"Foxp2","Foxp2","NM_053242","Midbrain","15.5",6,0.8379,0.2991,0.5388,0.5388,0.5388,0,3.85745603281682e-07,5.08802854360986e-06,1,4.54869785446802e-08,6.96304051361776e-07,9.09739570893605e-08,1.2669116054567e-05
"Bmp1","Bmp1","NR_033241","Midbrain","15.5",6,0.3629,0.11935,0.24355,0.24355,0.24355,0,3.87615224913355e-07,5.11268906636572e-06,1,1.67992441184551e-08,2.79733292729458e-07,6.12477584568023e-08,9.01677016157407e-06
"Ivns1abp","Ivns1abp","NM_001039511","Midbrain","15.5",6,0.30575,0.15605,0.1497,0.1497,0.1497,0,3.87615224913355e-07,5.11268906636572e-06,1,2.69956900176423e-08,4.29025254203989e-07,9.19722951180519e-08,1.27649584877061e-05
"Med22","Med22","NM_011513","Midbrain","15.5",6,0.1622,0.03265,0.12955,0.12955,0.12955,0,3.93237360306417e-07,5.18684567401746e-06,1,1.13837888577089e-08,1.98691437811333e-07,2.27675777154177e-08,3.60630379431266e-06
"Sptan1","Sptan1","NM_001076554","Midbrain","15.5",6,0.26625,0.004325,0.261925,0.2611,0.26275,0.00165,3.95499764737304e-07,5.21668704673464e-06,1,4.77263848270422e-08,7.25726456323495e-07,4.77263848270422e-08,7.15701302425812e-06
"Pard3","Pard3","NM_001122850","Midbrain","15.5",6,0.29325,0.48475,-0.1915,-0.1915,-0.1915,0,4.03100861307104e-07,5.31694637822373e-06,-1,3.54783550918794e-12,1.30955186496397e-10,7.09567101837587e-12,2.40639768590221e-09
"Bcat1","Bcat1","NM_007532","Midbrain","15.5",6,0.90345,0.114475,0.788975,0.789,0.78895,-4.99999999999945e-05,4.05783090347995e-07,5.35232528547362e-06,1,1.63165727134809e-08,2.74562328344125e-07,6.46443275475119e-08,9.44931106103332e-06
"Mapk8ip1","Mapk8ip1","NM_001202445","Midbrain","15.5",6,0.37695,0,0.37695,0.37695,0.37695,0,4.06638511883568e-07,5.36360839318187e-06,1,2.05182115851877e-10,5.18850024449746e-09,4.10364231703754e-10,9.45007598562417e-08
"Bcat1","Bcat1","NM_001024468","Midbrain","15.5",6,0.09655,0.885525,-0.788975,-0.789,-0.78895,4.99999999999945e-05,4.07247339291406e-07,5.37163889619437e-06,-1,1.63165727134809e-08,2.74562328344125e-07,6.46443275475119e-08,9.44931106103332e-06
"Mdp1","Mdp1","NM_023397","Midbrain","15.5",6,0.74195,0.5398,0.20215,0.20215,0.20215,1.11022302462516e-16,4.10890035373378e-07,5.41968647336204e-06,1,1.64953457517874e-08,2.76553837018061e-07,5.70918357180329e-08,8.46541090756334e-06
"Bmp1","Bmp1","NM_009755","Midbrain","15.5",6,0.6371,0.88065,-0.24355,-0.24355,-0.24355,2.22044604925031e-16,4.17628875135458e-07,5.50857253912295e-06,-1,1.67992441184551e-08,2.79733292729458e-07,6.12477584568023e-08,9.01677016157407e-06
"Pcdh10","Pcdh10","NM_011043","Midbrain","15.5",6,0.57065,0.17025,0.4004,0.4004,0.4004,0,4.26561248871698e-07,5.62639156841463e-06,1,5.10073872640282e-09,9.607440802776e-08,1.02014774528056e-08,1.77432658596788e-06
"Rapgef6","Rapgef6","NM_001252497","Midbrain","15.5",6,0.60195,0.8228,-0.22085,-0.22085,-0.22085,0,4.26561248871698e-07,5.62639156841463e-06,-1,6.76615107577202e-08,9.9577728211603e-07,1.72607871337793e-07,2.26594717195785e-05
"Nckap5","Nckap5","NM_001081756","Midbrain","15.5",6,0.86895,0.2783,0.59065,0.59065,0.59065,0,4.32906320793824e-07,5.71008379141441e-06,1,1.22897267461124e-08,2.11982810364999e-07,2.45794534922248e-08,3.86184153179333e-06
"Gne","Gne","NM_015828","Midbrain","15.5",6,0.0755,0.2338,-0.1583,-0.1583,-0.1583,0,4.32906320793824e-07,5.71008379141441e-06,-1,1.94880695747846e-08,3.17707710631046e-07,7.0383113982812e-08,1.02157197286792e-05
"Map2k7","Map2k7","NM_001291777","Midbrain","15.5",6,0,0.17105,-0.17105,-0.17105,-0.17105,-2.77555756156289e-17,4.39513053392763e-07,5.79722734861227e-06,-1,7.18417917425577e-08,1.05054275017791e-06,1.43683583485115e-07,1.91675896543868e-05
"Ivns1abp","Ivns1abp","NM_054102","Midbrain","15.5",6,0.68755,0.83915,-0.1516,-0.1516,-0.1516,2.22044604925031e-16,4.39551287090509e-07,5.79773165545025e-06,-1,2.69956900176423e-08,4.29025254203989e-07,9.19722951180519e-08,1.27649584877061e-05
"D130043K22Rik","D130043K22Rik","NR_131787","Midbrain","15.5",6,1,0,1,1,1,0,4.60028637992568e-07,6.06783025152189e-06,1,1.9518495856185e-08,3.17707710631046e-07,7.56362496595593e-08,1.09014128060693e-05
"Rtn2","Rtn2","NM_001025364","Midbrain","15.5",6,0.9843,0.120875,0.863425,0.86345,0.8634,-4.99999999999945e-05,4.60028637992568e-07,6.06783025152189e-06,1,1.89623220383291e-08,3.11077232865349e-07,7.54861684709727e-08,1.09014128060693e-05
"Rtn2","Rtn2","NM_013648","Midbrain","15.5",6,0.0157,0.879125,-0.863425,-0.86345,-0.8634,4.99999999998835e-05,4.60429456748333e-07,6.0731170966675e-06,-1,1.89623220383291e-08,3.11077232865349e-07,7.54861684709727e-08,1.09014128060693e-05
"Taok2","Taok2","NM_001163775","Midbrain","15.5",6,0.7148,0.360925,0.353875,0.35385,0.3539,4.99999999999945e-05,4.69490960095906e-07,6.19263936027396e-06,1,1.95747376879954e-08,3.17707710631046e-07,7.72756518303965e-08,1.1098891663542e-05
"D130043K22Rik","D130043K22Rik","NM_001081051","Midbrain","15.5",6,0,1,-1,-1,-1,0,4.70776204139789e-07,6.20959187593493e-06,-1,1.9518495856185e-08,3.17707710631046e-07,7.56362496595593e-08,1.09014128060693e-05
"Gne","Gne","NM_001190414","Midbrain","15.5",6,0.9245,0.7662,0.1583,0.1583,0.1583,0,4.70776204139789e-07,6.20959187593493e-06,1,1.94880695747846e-08,3.17707710631046e-07,7.0383113982812e-08,1.02157197286792e-05
"Taok2","Taok2","NM_001163774","Midbrain","15.5",6,0.2852,0.639075,-0.353875,-0.35385,-0.3539,-4.99999999999945e-05,4.71640022407389e-07,6.22098573749718e-06,-1,1.95747376879954e-08,3.17707710631046e-07,7.72756518303965e-08,1.1098891663542e-05
"Zkscan17","Zkscan17","NM_001291014","Midbrain","14.5",5,0.12935,0,0.12935,0.12935,0.12935,0,4.75042849506428e-07,6.26586941539678e-06,1,5.92617567711342e-08,8.77802785571137e-07,1.18523513542268e-07,1.60712540236023e-05
"Pfkp","Pfkp","NM_001291071","Midbrain","15.5",6,0.02085,0.21695,-0.1961,-0.1961,-0.1961,5.55111512312578e-17,4.87601915627998e-07,6.43152493127047e-06,-1,2.08055280488718e-08,3.36490819362849e-07,8.12604934089636e-08,1.15504868236523e-05
"Pfkp","Pfkp","NM_019703","Midbrain","15.5",6,0.97915,0.78305,0.1961,0.1961,0.1961,0,4.98416831746849e-07,6.57417490949789e-06,1,2.08055280488718e-08,3.36490819362849e-07,8.12604934089636e-08,1.15504868236523e-05
"Sh2b1","Sh2b1","NM_001289539","Midbrain","15.5",6,0.7688,0.183,0.5858,0.5858,0.5858,0,5.04857909690398e-07,6.65913346288018e-06,1,6.91673849777631e-11,1.99106365435989e-09,1.38334769955526e-10,3.67890426067116e-08
"Astn1","Astn1","NM_007495","Midbrain","15.5",6,1,0.84215,0.15785,0.15785,0.15785,-1.11022302462516e-16,5.04857909690398e-07,6.65913346288018e-06,1,2.11954007783258e-08,3.415892583183e-07,8.47757288974585e-08,1.19676123420841e-05
"Astn1","Astn1","NM_001205204","Midbrain","15.5",6,0,0.15785,-0.15785,-0.15785,-0.15785,0,5.04857909690398e-07,6.65913346288018e-06,-1,2.11954007783258e-08,3.415892583183e-07,8.47757288974585e-08,1.19676123420841e-05
"Smarcc2","Smarcc2","NM_001114096","Midbrain","15.5",6,0.18045,0.691225,-0.510775,-0.5108,-0.51075,4.99999999999945e-05,5.08096654778359e-07,6.70185288032223e-06,-1,2.48871045873655e-09,5.01798580160228e-08,4.97742091747310e-09,9.28391010965757e-07
"Kif1a","Kif1a","NM_008440","Midbrain","15.5",6,0,0.361,-0.361,-0.36105,-0.36095,0.000100000000000044,5.16057857018168e-07,6.80686204670803e-06,-1,8.69922567954249e-08,1.24816162806476e-06,1.73669705099707e-07,2.27264888906276e-05
"Galk2","Galk2","NM_175154","Midbrain","15.5",6,0.02825,0.2222,-0.19395,-0.19395,-0.19395,0,5.20892023053136e-07,6.87062524857273e-06,-1,2.29016080694483e-08,3.66505804663863e-07,8.79736148225877e-08,1.23766653695275e-05
"Elavl4","Elavl4","NM_001038698","Midbrain","15.5",6,0.4247,0.6405,-0.2158,-0.2158,-0.2158,0,5.24458076718944e-07,6.91766190352178e-06,-1,2.51131112193121e-08,4.00497247563733e-07,5.02262224386242e-08,7.5013644428418e-06
"Sh2b1","Sh2b1","NM_001289538","Midbrain","15.5",6,0.0153,0.1154,-0.1001,-0.1001,-0.1001,1.38777878078145e-17,5.25913256191562e-07,6.93685588688741e-06,-1,6.91673849777631e-11,1.99106365435989e-09,1.38334769955526e-10,3.67890426067116e-08
"Snrpa","Snrpa","NM_015782","Midbrain","15.5",6,0.5315,0.3241,0.2074,0.2074,0.2074,0,5.38327564704759e-07,7.10060203338127e-06,1,6.86852928949751e-08,1.0076044409625e-06,1.37370585789949e-07,1.83849251308797e-05
"Galk2","Galk2","NM_001291002","Midbrain","15.5",6,0.97175,0.7778,0.19395,0.19395,0.19395,-1.11022302462516e-16,5.38327564704759e-07,7.10060203338127e-06,1,2.29016080694483e-08,3.66505804663863e-07,8.79736148225877e-08,1.23766653695275e-05
"Add1","Add1","NM_001024458","Midbrain","15.5",6,0.64255,0.1807,0.46185,0.46185,0.46185,0,5.42078055708625e-07,7.1500714378745e-06,1,2.7221568844679e-12,1.04700101346299e-10,5.43495649093072e-12,1.96521491840125e-09
"Igf2","Igf2","NM_001122737","Midbrain","15.5",6,0.48215,0.7623,-0.28015,-0.28015,-0.28015,-2.22044604925031e-16,6.02337461517382e-07,7.94489987964429e-06,-1,7.71629080085582e-08,1.12118930144499e-06,1.54325816017116e-07,2.04548841868449e-05
"Tmem201","Tmem201","NM_177672","Midbrain","15.5",6,0.8393,0.47825,0.36105,0.36105,0.36105,0,6.12201671978114e-07,8.07500994170954e-06,1,1.25494167782727e-08,2.15126144547394e-07,2.50988335565455e-08,3.91893845892835e-06
"Ampd2","Ampd2","NM_001289720","Midbrain","15.5",6,0.25885,0.664825,-0.405975,-0.406,-0.40595,5.00000000001055e-05,6.15746481121035e-07,8.12176637897646e-06,-1,7.91758377697776e-08,1.14679686541858e-06,1.57956774519134e-07,2.08690411181666e-05
"Baiap2","Baiap2","NM_001037755","Midbrain","15.5",6,0.9009,0.69755,0.20335,0.20335,0.20335,0,6.24296867165882e-07,8.23454694701134e-06,1,8.04249179759515e-08,1.16121403651713e-06,1.60849835951903e-07,2.11833731594996e-05
"Rapgef6","Rapgef6","NM_001252497","Midbrain","11.5",2,0.457,0.71385,-0.25685,-0.25685,-0.25685,-1.11022302462516e-16,6.2909498990112e-07,8.29783473363793e-06,-1,6.76615107577202e-08,9.9577728211603e-07,1.72607871337793e-07,2.26594717195785e-05
"Strn3","Strn3","NM_052973","Midbrain","15.5",6,0.07265,0.32335,-0.2507,-0.2507,-0.2507,5.55111512312578e-17,6.55474858629282e-07,8.64578821366128e-06,-1,3.01542856021935e-08,4.75917811038758e-07,1.13112222947931e-07,1.54903729405117e-05
"Ppap2c","Ppap2c","NM_001302390","Midbrain","15.5",6,0.2294,0.717675,-0.488275,-0.48825,-0.4883,-4.99999999998835e-05,6.59580311521368e-07,8.69993960598221e-06,-1,1.14031460743967e-07,1.61585757221405e-06,2.27575361220042e-07,2.93152832197913e-05
"Rusc1","Rusc1","NM_001083808","Midbrain","15.5",6,0.8999,0.276225,0.623675,0.62365,0.6237,4.99999999999945e-05,6.82056247205552e-07,8.99639976348648e-06,1,2.17715805215209e-08,3.49643944024566e-07,4.35431610430419e-08,6.57470299156065e-06
"Strn3","Strn3","NM_001172098","Midbrain","15.5",6,0.92735,0.67665,0.2507,0.2507,0.2507,1.11022302462516e-16,6.95103485971743e-07,9.16849433227201e-06,1,3.01542856021935e-08,4.75917811038758e-07,1.13112222947931e-07,1.54903729405117e-05
"Pde1b","Pde1b","NM_001285890","Midbrain","15.5",6,0.6645,0.0802,0.5843,0.5843,0.5843,-1.38777878078145e-17,7.47010189057273e-07,9.8531496715864e-06,1,3.28951786949163e-08,5.15620660570657e-07,1.30101638742898e-07,1.7525893663998e-05
"Pde1b","Pde1b","NM_008800","Midbrain","15.5",6,0.3355,0.9198,-0.5843,-0.5843,-0.5843,0,7.54118959201955e-07,9.94691516132471e-06,-1,3.28951786949163e-08,5.15620660570657e-07,1.30101638742898e-07,1.7525893663998e-05
"Ssh2","Ssh2","NM_177710","Midbrain","15.5",6,0.3447,0.90865,-0.56395,-0.56395,-0.56395,-1.11022302462516e-16,7.55471148521246e-07,9.96475069281071e-06,-1,3.30869285143904e-08,5.16856217782815e-07,1.32058070860788e-07,1.77314970906095e-05
"Ssh2","Ssh2","NM_001291190","Midbrain","15.5",6,0.6553,0.09135,0.56395,0.56395,0.56395,0,7.55746504041285e-07,9.96838266355434e-06,1,3.30869285143904e-08,5.16856217782815e-07,1.32058070860788e-07,1.77314970906095e-05
"Cntn1","Cntn1","NM_001159647","Midbrain","15.5",6,0,0.3761,-0.3761,-0.3761,-0.3761,1.11022302462516e-16,7.76271066001891e-07,1.02391039788778e-05,-1,1.02142561772399e-07,1.45640655835598e-06,2.04285123544798e-07,2.64806385565138e-05
