"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","group","GeneFraction","BackgroundFraction","enrichment"
"GO:0090199","regulation of release of cytochrome c from mitochondria","13/1752","48/18346",0.270833333333333,2.83602073820396,4.13853617261057,0.000415974110693842,0.0110096887121237,0.00934200882371379,"Arrb2/Dnm1l/Ghitm/Igf1/Mfn2/Opa1/Pla2g6/Plscr3/Psmd10/Wdr35/Bcl2l1/Lmna/Bcl2l11",13,"Shared core",0.00742009132420091,0.00261637414150223,2.83602073820396
"GO:1902683","regulation of receptor localization to synapse","10/1752","31/18346",0.32258064516129,3.3778907055531,4.30546081395522,0.000416778403417908,0.0110096887121237,0.00934200882371379,"Gpc6/Gripap1/Nptn/Ogt/Prkcz/Rdx/Tnik/Arhgap44/Magi2/Rapgef4",10,"Shared core",0.00570776255707763,0.00168974163305353,3.3778907055531
"GO:0007063","regulation of sister chromatid cohesion","6/1752","12/18346",0.5,5.23573059360731,4.76914696053299,0.000418326901142204,0.0110096887121237,0.00934200882371379,"Fen1/Sfpq/Smc5/Ctnnb1/Bub1/Naa10",6,"Shared core",0.00342465753424658,0.000654093535375559,5.23573059360731
"GO:0048312","intracellular distribution of mitochondria","6/1752","12/18346",0.5,5.23573059360731,4.76914696053299,0.000418326901142204,0.0110096887121237,0.00934200882371379,"Dnm1l/Mfn2/Ogt/Opa1/Mapt/Kat2a",6,"Shared core",0.00342465753424658,0.000654093535375559,5.23573059360731
"GO:0007178","transmembrane receptor protein serine/threonine kinase signaling pathway","55/1752","364/18346",0.151098901098901,1.58222627828792,3.64564070191755,0.000422621315715073,0.0110730558121954,0.00939577746545118,"Abl1/Acvrl1/Arrb2/Atf2/Dab2/Fam89b/Folr1/Fut8/Hipk2/Hspa5/Htra3/Igsf1/Ing1/Itga3/Lef1/Map3k7/Mapk14/Neo1/Nrep/Ogt/Sh2b1/Sin3a/Skil/Smad5/Src/Tfap2b/Tgfbr2/Tmem53/Zyx/Acvr1/Arid4b/Axin1/Cited1/Dusp22/Lats2/Nfia/Npnt/Cav2/Ltbp4/Magi2/Rbpj/Stat3/Tgfb1i1/Ucma/Usp15/Tcf7l2/Flcn/Zeb2/Zfp451/Pxn/Rbpms/Tgif1/Spred1/Lox/Suds3",55,"Shared core",0.0313926940639269,0.0198408372397253,1.58222627828792
"GO:0090201","negative regulation of release of cytochrome c from mitochondria","8/1752","21/18346",0.380952380952381,3.98912807131985,4.4533060723641,0.000443806581327094,0.0115764481147054,0.00982291900003967,"Arrb2/Ghitm/Igf1/Mfn2/Opa1/Psmd10/Bcl2l1/Lmna",8,"Shared core",0.0045662100456621,0.00114466368690723,3.98912807131985
"GO:0048311","mitochondrion distribution","9/1752","26/18346",0.346153846153846,3.62473656480506,4.35171080883629,0.000448437340314959,0.0116454811960553,0.00988149537508184,"Dnm1l/Hap1/Mef2a/Mfn2/Ogt/Opa1/Tspan4/Mapt/Kat2a",9,"Shared core",0.00513698630136986,0.00141720265998038,3.62473656480506
"GO:2001234","negative regulation of apoptotic signaling pathway","40/1752","243/18346",0.164609053497942,1.72369731476784,3.69007495913354,0.000453266477022659,0.011719035038088,0.00994390773380106,"Arrb2/Cttn/Cxcl12/Dab2/Dnaja1/Faim/Ghitm/Igf1/Ivns1abp/Map3k7/Mapk7/Mapk8ip1/Mfn2/Nr4a2/Opa1/Pcgf2/Pih1d1/Psmd10/Rps6kb1/Sh3glb1/Src/Tmem161a/Acvr1/Bcl2l1/Ctnnb1/Lmna/Meis3/Mpv17l/Syvn1/Cflar/Ybx3/Bcl2/Itga6/Zmynd11/Tcf7l2/Lgals3/Mdm4/Madd/Col2a1/Vegfa",40,"Shared core",0.0228310502283105,0.0132453940913551,1.72369731476784
"GO:0045216","cell-cell junction organization","35/1752","204/18346",0.17156862745098,1.79657422329662,3.71748407929263,0.000460484872147042,0.0118115089706029,0.0100223742841374,"Abi2/Acvrl1/Add1/Ccm2/Cdc42/Cntnap2/Dlg1/Gjc1/Hdac7/Kifc3/Lims1/Mtss1/Nf2/Numb/Ocel1/Pard6a/Pmp22/Rdx/Cdh8/Ctnnb1/Ect2/Cxadr/Rab13/Shroom2/Nphp1/Pecam1/Ikbkb/Flcn/Camsap3/Myo1c/Pkp4/Tjp3/Dlg5/Vegfa/Pard3",35,"Shared core",0.0199771689497717,0.0111195901013845,1.79657422329662
"GO:0044772","mitotic cell cycle phase transition","62/1752","424/18346",0.14622641509434,1.53120423020591,3.59585013066657,0.000460868215073789,0.0118115089706029,0.0100223742841374,"Anapc11/App/Cables1/Camk2d/Camk2g/Cdc27/Cdc7/Cdk2/Clasp1/Clasp2/Crlf3/Dlg1/Dpf2/Eif4g1/Fhl1/Jade1/Mta3/Nasp/Pbx1/Ppp2r3d/Ppp3ca/Rbl1/Rdx/Rps6kb1/Senp2/Sin3a/Smarcc2/Smc5/Spc25/Taok2/Taok3/Tcf19/Tcf3/Trex1/Uimc1/Wac/Zfp207/Zfp655/Acvr1/Lats2/Nfia/Camk2b/Cdc25b/Ctdsp2/Nfix/Cacul1/Bcl2/Dpf3/Smarca2/Smarcb1/Ezh2/E2f3/Ppp2r5c/Spast/Bub1/Hspa2/Hus1/Tjp3/Ctc1/Brsk1/Brsk2/Ccne2",62,"Shared core",0.0353881278538813,0.0231113049166031,1.53120423020591
"GO:0048846","axon extension involved in axon guidance","11/1752","37/18346",0.297297297297297,3.11313710971245,4.18067678376771,0.000479204973472195,0.0121751254948412,0.0103309124151149,"Cxcl12/Sema4a/Sema6d/Sema4c/Nrp2/Sema6c/Sema4f/Slit2/Sema4d/Sema3a/Vegfa",11,"Shared core",0.00627853881278539,0.00201678840074131,3.11313710971245
"GO:1902284","neuron projection extension involved in neuron projection guidance","11/1752","37/18346",0.297297297297297,3.11313710971245,4.18067678376771,0.000479204973472195,0.0121751254948412,0.0103309124151149,"Cxcl12/Sema4a/Sema6d/Sema4c/Nrp2/Sema6c/Sema4f/Slit2/Sema4d/Sema3a/Vegfa",11,"Shared core",0.00627853881278539,0.00201678840074131,3.11313710971245
"GO:0032984","protein-containing complex disassembly","39/1752","236/18346",0.165254237288136,1.73045333178547,3.66977651262127,0.000490036569132771,0.0123162660748554,0.0104506738886999,"Add1/Add3/Arhgef1/Arhgef2/Asph/Atp2a2/Camsap1/Capzb/Clasp1/Clasp2/Dmtn/Eml4/Evl/Gsn/Jmjd4/Klc1/Lamp2/Lima1/Pex5/Phf23/Rdx/Sh3gl3/Smarcc2/Tpm1/Wnk1/Dnajc6/Fgf13/Ssrp1/Synj1/Ubqln1/Gas2l1/Shroom2/Sgk1/Hdac6/Smarcb1/Camsap3/Sptan1/Tpx2/Cln3",39,"Shared core",0.0222602739726027,0.0128638395290527,1.73045333178547
"GO:0030902","hindbrain development","31/1752","174/18346",0.17816091954023,1.86560515404398,3.7277215111673,0.000491055761035297,0.0123162660748554,0.0104506738886999,"Abl1/Atf2/Atf5/Cntnap2/Comt/Crk/Ctnna2/Ephb1/Foxp2/Hap1/Hspa5/Igf1/Lef1/Mdk/Ogdh/Pax6/Psap/Ptprs/Rbfox2/Rora/Ctnnb1/Gabrb3/Sema4c/Zbtb18/Grin1/Nfix/Sez6/Bcl2/Ezh2/Atg7/Kat2a",31,"Shared core",0.0176940639269406,0.0094843562629456,1.86560515404398
"GO:1902905","positive regulation of supramolecular fiber organization","31/1752","174/18346",0.17816091954023,1.86560515404398,3.7277215111673,0.000491055761035297,0.0123162660748554,0.0104506738886999,"Abi2/Abl1/Actr3/App/Baiap2/Bin1/Cdc42/Clip1/Cttn/Dctn1/Dlg1/Evl/Gsn/Limch1/Mlst8/Mtss1/Nckap1/Nf2/Pde4dip/Psrc1/Tpm1/Fchsd2/Mapt/Vasp/Arhgef10l/Tsc1/Myo1c/Cyfip1/Pxn/Lpar1/Slain2",31,"Shared core",0.0176940639269406,0.0094843562629456,1.86560515404398
"GO:0048488","synaptic vesicle endocytosis","17/1752","74/18346",0.22972972972973,2.40560594841417,3.93674032705448,0.000493352108028969,0.0123212064766894,0.0104548659488692,"Ap2b1/Ap3s1/Bin1/Dnm1/Dnm1l/Pip5k1c/Scamp5/Sh3gl3/Snap91/Bcl2l1/Dnajc6/Synj1/Tbc1d24/Dnm3/Picalm/Syt7/Ppp3cc",17,"Shared core",0.00970319634703196,0.00403357680148261,2.40560594841417
"GO:0007517","muscle organ development","53/1752","350/18346",0.151428571428571,1.58567840834964,3.5946417126914,0.000505233151154295,0.0125387044457107,0.0106394186641062,"Cntnap2/Ephb1/Etv1/Fhl1/Foxp2/Gpcpd1/Hdac7/Hmg20b/Homer1/Igf2/Lef1/Luc7l/Mapk14/Mtss1/Myt1/Pmp22/Ppp3ca/Rcan1/Rps6kb1/Shox2/Skil/Stra6/Tpm1/Usp19/Ctnnb1/Cyp26b1/Lmna/Rbfox1/Zbtb18/Acta1/Angpt1/Cav2/Cflar/Nfix/Nr2f2/Rbpj/Usp2/Ybx3/Ly6e/Sirt2/Bcl2/Dpf3/Hdac6/Cops2/Mbnl1/Tcf7l2/Pitx2/Ddx17/Disp1/Hdac5/Lox/Cryab/Cntfr",53,"Shared core",0.0302511415525114,0.0190777281151205,1.58567840834964
"GO:0016055","Wnt signaling pathway","63/1752","434/18346",0.145161290322581,1.5200508174989,3.56261567135355,0.000506650373782473,0.0125387044457107,0.0106394186641062,"Abl1/Amer2/Ankrd6/App/Celsr2/Daam1/Dab2/Dab2ip/Dvl1/Ednrb/Fbxw11/Folr1/Itga3/Jade1/Lef1/Mapk14/Mdk/Otud5/Porcn/Ppm1b/Ptpru/Rapgef1/Rnf14/Senp2/Siah1b/Spin1/Src/Sulf2/Tle4/Tsc2/Wnk1/Wnt5b/Wnt7b/Zbed3/Axin1/Csnk1d/Ctnnb1/Gprc5b/Lats2/Tmem67/Tnik/Xiap/Lzts2/Rbpj/Tgfb1i1/Wnk2/Mark2/Tmem237/Tle3/Tcf7l2/Fgfr3/Ctnnd1/Pitx2/Nfatc4/Mad2l2/Zeb2/Mdfi/Caprin2/Tpbg/Tsku/Ddit3/Cyld/Pygo2",63,"Shared core",0.035958904109589,0.0236563828627494,1.5200508174989
"GO:0047496","vesicle transport along microtubule","12/1752","43/18346",0.27906976744186,2.92226823829245,4.10050592871331,0.000510566600703118,0.0125387044457107,0.0106394186641062,"Ap3s1/Fbxw11/Hap1/Kif1b/Kif5a/Prkcz/Trim46/Dync1i1/Kif1a/Pafah1b1/Madd/Cln3",12,"Shared core",0.00684931506849315,0.00234383516842909,2.92226823829245
"GO:0016331","morphogenesis of embryonic epithelium","32/1752","182/18346",0.175824175824176,1.84113603291685,3.70549772796919,0.000510606638699072,0.0125387044457107,0.0106394186641062,"Abl1/Brd2/Brpf1/Dvl1/Folr1/Gatad2a/Lmo4/Map3k7/Nckap1/Opa1/Prkacb/Rarg/Sufu/Tsc2/Wnt7b/Ctnnb1/Grsf1/Sema4c/Vasp/Lhx2/Tgfb1i1/Tsc1/Mthfr/Sall4/Phactr4/Tead2/Zeb2/Enah/Tgif1/Glmn/Pcdh8/Kat2a",32,"Shared core",0.0182648401826484,0.00992041861986264,1.84113603291685
"GO:0031669","cellular response to nutrient levels","36/1752","213/18346",0.169014084507042,1.7698244260081,3.67195224042204,0.000515360592078421,0.0126027138121177,0.0106937322856272,"Atf2/Atxn3/Chka/Comt/Ehmt2/Eif4g1/Folr1/Hspa5/Kat5/Lamp2/Mlst8/Mlx/Nprl3/Ogt/Postn/Rps6kb1/Seh1l/Sesn1/Sh3glb1/Suv39h1/Tsc2/Nuak2/Folr2/Gas2l1/Tsc1/Wdr45/Wdr59/Bcl2/Tcf7l2/Trim24/Flcn/Rnase4/Usp33/Cpeb4/Atg7/Cd68",36,"Shared core",0.0205479452054795,0.0116101602529162,1.7698244260081
"GO:0018209","peptidyl-serine modification","47/1752","301/18346",0.156146179401993,1.63507865713982,3.60979624209049,0.000518579597882888,0.0126094519028316,0.0106994497318284,"App/Araf/Arrb1/Arrb2/Camk2d/Cdc7/Cdk2/Clk1/Dclk2/Dmtn/Eif4g1/Hipk2/Mapk14/Mapk7/Mapk9/Mark3/Mast2/Ntrk2/Ogt/Pnck/Poglut1/Prkacb/Prkcz/Rps6kb1/Vrk1/Wnk1/Axin1/Csnk1d/Lats2/Angpt1/Camk2b/Dclk1/Mark2/Sgk1/Bcl2/Hdac6/Tlk2/Ikbkb/Dock7/Dyrk1b/Mad2l2/Prkd2/Galnt1/Brsk1/Brsk2/Map3k12/Vegfa",47,"Shared core",0.0268264840182648,0.0164068461790036,1.63507865713982
"GO:1904375","regulation of protein localization to cell periphery","28/1752","152/18346",0.184210526315789,1.92895337659217,3.73681831211623,0.000519933099418169,0.0126094519028316,0.0106994497318284,"Actr3/Atp2c1/Camk2d/Camk2g/Dab2/Dlg1/Eif4g1/Gpc6/Gripap1/Itga3/Numb/Ogt/Prkcz/Sorbs1/Stx3/Wnk1/Acsl3/Bcl2l1/Grip1/Tnik/Arhgap44/Camk2b/Magi2/Rapgef4/Picalm/Lgals3/Ppfia1/Cln3",28,"Shared core",0.0159817351598174,0.00828518478142374,1.92895337659217
"GO:0043954","cellular component maintenance","18/1752","81/18346",0.222222222222222,2.32699137493658,3.88911815247944,0.000524132819169693,0.0126589938917981,0.0107414874052061,"App/Cadm1/Cntnap2/Cttn/Erc1/Homer1/Itga3/Kifc3/Mtss1/Pard6a/Zmynd8/Rims2/Grin1/Shroom2/Sort1/Camsap3/Mtmr2/Sema3a",18,"Shared core",0.0102739726027397,0.00441513136378502,2.32699137493658
"GO:1903320","regulation of protein modification by small protein conjugation or removal","38/1752","229/18346",0.165938864628821,1.73762238041116,3.64971582290776,0.000529404422194159,0.0127260331511279,0.010798371970117,"Abl1/Aimp2/Arnt/Arrb1/Arrb2/Arrdc4/Dcun1d2/Dnaja1/Dnajb2/Fbxw7/Gnl3/Hmg20b/Hspa5/Ivns1abp/Mapk9/Ndfip2/Ogt/Phf23/Pias3/Psmd10/Rassf1/Senp2/Spopl/Ube3a/Wbp1l/Wnk1/Axin1/Ctnnb1/Ubqln1/Xiap/Angpt1/Itch/Nmi/Fgfr3/Mad2l2/Tnip1/Atg7/Sphk1",38,"Shared core",0.021689497716895,0.0124822849667502,1.73762238041116
"GO:0000375","RNA splicing, via transesterification reactions","43/1752","269/18346",0.159851301115242,1.67387669535401,3.61779341985723,0.000535581902935523,0.0127260331511279,0.010798371970117,"Acin1/Celf1/Celf2/Celf3/Celf4/Gemin5/Hnrnpa3/Hnrnpul1/Luc7l/Luc7l2/Prpf19/Psip1/Ptbp1/Puf60/Rbfox2/Rbm4/Rbm7/Rbmx/Rnps1/Scnm1/Sfpq/Son/Srsf1/Srsf5/Srsf7/Srsf9/Zrsr2/Htatsf1/Rbfox1/Tssc4/Aqr/Mbnl2/Rbm6/Sf1/Rnpc3/Slu7/U2af1/Mbnl1/Ddx17/Hnrnpm/Snrpa/Rbm41/Cwc22",43,"Shared core",0.0245433789954338,0.0146625967513354,1.67387669535401
"GO:0000377","RNA splicing, via transesterification reactions with bulged adenosine as nucleophile","43/1752","269/18346",0.159851301115242,1.67387669535401,3.61779341985723,0.000535581902935523,0.0127260331511279,0.010798371970117,"Acin1/Celf1/Celf2/Celf3/Celf4/Gemin5/Hnrnpa3/Hnrnpul1/Luc7l/Luc7l2/Prpf19/Psip1/Ptbp1/Puf60/Rbfox2/Rbm4/Rbm7/Rbmx/Rnps1/Scnm1/Sfpq/Son/Srsf1/Srsf5/Srsf7/Srsf9/Zrsr2/Htatsf1/Rbfox1/Tssc4/Aqr/Mbnl2/Rbm6/Sf1/Rnpc3/Slu7/U2af1/Mbnl1/Ddx17/Hnrnpm/Snrpa/Rbm41/Cwc22",43,"Shared core",0.0245433789954338,0.0146625967513354,1.67387669535401
"GO:0000398","mRNA splicing, via spliceosome","43/1752","269/18346",0.159851301115242,1.67387669535401,3.61779341985723,0.000535581902935523,0.0127260331511279,0.010798371970117,"Acin1/Celf1/Celf2/Celf3/Celf4/Gemin5/Hnrnpa3/Hnrnpul1/Luc7l/Luc7l2/Prpf19/Psip1/Ptbp1/Puf60/Rbfox2/Rbm4/Rbm7/Rbmx/Rnps1/Scnm1/Sfpq/Son/Srsf1/Srsf5/Srsf7/Srsf9/Zrsr2/Htatsf1/Rbfox1/Tssc4/Aqr/Mbnl2/Rbm6/Sf1/Rnpc3/Slu7/U2af1/Mbnl1/Ddx17/Hnrnpm/Snrpa/Rbm41/Cwc22",43,"Shared core",0.0245433789954338,0.0146625967513354,1.67387669535401
"GO:0050905","neuromuscular process","34/1752","198/18346",0.171717171717172,1.79812969881463,3.66895214634111,0.000542035412362598,0.0128274428836939,0.010884420780507,"Abl1/Ap1s2/Aplp2/App/Camta1/Cntnap2/Comt/Ctnna2/Dctn1/Dvl1/Fgf14/Hipk2/Homer1/Kcnab2/Pex5/Pmp22/Psap/Rbfox2/Rcsd1/Stra6/Vti1a/Pafah1b1/Rbfox1/Tnnt3/Abr/Camk2b/Fgf12/Grin1/Nkx6-2/Kcnma1/Tnnt1/Bace1/Icmt/Cln3",34,"Shared core",0.0194063926940639,0.0107925433336967,1.79812969881463
"GO:0016482","cytosolic transport","23/1752","116/18346",0.198275862068966,2.07623799401669,3.77828179823292,0.000551025543483821,0.0129672698182831,0.0110030675915914,"Atp9a/Dctn1/Eps15/Erc1/Kif1b/Kif5a/Prepl/Rab6a/Rcsd1/Snx12/Snx5/Spag9/Trim46/Vti1a/Kif1a/Ap1g1/Sort1/Stx16/Syt7/Tbc1d5/Arfrp1/Stx5a/Cln3",23,"Shared core",0.0131278538812785,0.00632290417529707,2.07623799401669
"GO:0016050","vesicle organization","52/1752","343/18346",0.151603498542274,1.58751015083137,3.56894914808905,0.000552362830903183,0.0129672698182831,0.0110030675915914,"Ankrd27/Ap1b1/Ap1s2/Ap3s1/Atp13a2/Atp6v0a1/C2cd5/Dnm1/Erc1/Fnbp1l/Hps3/Myo18a/Ptbp1/Rab34/Sec24c/Slc9a8/Snap25/Snap91/Snx11/Stx3/Trappc13/Trappc9/Trim9/Vps8/Vti1a/Cadps/Pafah1b1/Rims2/Synj1/Wasl/Ap1g1/Cav2/Cd34/Rab13/Shroom2/Sort1/Tmem175/Vamp1/Stx16/Bcl2/Dnm3/Picalm/Als2/Syt7/Zeb2/Sec23b/Rfx2/Sec24a/Stx5a/Cln3/Sphk1/Trappc8",52,"Shared core",0.0296803652968037,0.0186961735528181,1.58751015083137
"GO:0051654","establishment of mitochondrion localization","10/1752","32/18346",0.3125,3.27233162100457,4.18028086663312,0.000554803326630198,0.012972672207142,0.0110076516598342,"Dnm1l/Hap1/Kif1b/Map6/Rhot1/Tspan4/Mapt/Hdac6/Spast/Agbl4",10,"Shared core",0.00570776255707763,0.00174424942766816,3.27233162100457
"GO:0198738","cell-cell signaling by wnt","63/1752","436/18346",0.144495412844037,1.51307810732688,3.52313513752797,0.000572368986888791,0.0133302920001997,0.0113111014075642,"Abl1/Amer2/Ankrd6/App/Celsr2/Daam1/Dab2/Dab2ip/Dvl1/Ednrb/Fbxw11/Folr1/Itga3/Jade1/Lef1/Mapk14/Mdk/Otud5/Porcn/Ppm1b/Ptpru/Rapgef1/Rnf14/Senp2/Siah1b/Spin1/Src/Sulf2/Tle4/Tsc2/Wnk1/Wnt5b/Wnt7b/Zbed3/Axin1/Csnk1d/Ctnnb1/Gprc5b/Lats2/Tmem67/Tnik/Xiap/Lzts2/Rbpj/Tgfb1i1/Wnk2/Mark2/Tmem237/Tle3/Tcf7l2/Fgfr3/Ctnnd1/Pitx2/Nfatc4/Mad2l2/Zeb2/Mdfi/Caprin2/Tpbg/Tsku/Ddit3/Cyld/Pygo2",63,"Shared core",0.035958904109589,0.0237653984519786,1.51307810732688
"GO:1903311","regulation of mRNA metabolic process","44/1752","278/18346",0.158273381294964,1.65735356919943,3.58853138130229,0.000575830226147026,0.0133578956413316,0.0113345238190205,"Acin1/Angel2/Caprin1/Celf1/Celf2/Celf3/Celf4/Cnot6/Eif4enif1/Elavl4/Fip1l1/Hdac7/Hnrnpab/Mov10/Pabpc4/Paip1/Prpf19/Ptbp1/Puf60/Pum1/Pum2/Rbfox2/Rbm4/Rbm7/Rbmx/Rnps1/Son/Srsf1/Srsf7/Srsf9/Ythdf3/Zc3h14/Rbfox1/Mbnl2/Cnot7/Sf1/Csde1/Tbrg4/Pan2/Ddx17/Dhx34/Fastkd5/Vegfa/Rc3h2",44,"Shared core",0.0251141552511416,0.0151531669028671,1.65735356919943
"GO:1902850","microtubule cytoskeleton organization involved in mitosis","28/1752","153/18346",0.183006535947712,1.91634583818307,3.69831018443038,0.000579562050854091,0.013378232817274,0.0113517804447137,"Arhgef2/Cenpa/Clasp1/Clasp2/Dctn1/Dctn2/Eml1/Fbxw11/Golga2/Gpsm1/Kat5/Kif2a/Map4/Nusap1/Pax6/Psrc1/Spc25/Stag2/Tacc2/Zfp207/Fam110a/Pafah1b1/Tacc1/Tbce/Spast/Dctn6/Uhrf1/Tpx2",28,"Shared core",0.0159817351598174,0.00833969257603837,1.91634583818307
"GO:0010171","body morphogenesis","15/1752","62/18346",0.241935483870968,2.53341802916483,3.92980652755971,0.000581265866144976,0.013378232817274,0.0113517804447137,"Ankrd11/Asph/Clasp1/Clasp2/Gatad2a/Lef1/Nckap1/Ssbp3/Stra6/Zfp950/Pdgfra/Tcf7l2/Nipbl/Phldb2/Gnas",15,"Shared core",0.00856164383561644,0.00337948326610705,2.53341802916483
"GO:0001967","suckling behavior","7/1752","17/18346",0.411764705882353,4.3117781359119,4.43881122688714,0.000587706697426201,0.013473635184353,0.0114327318483691,"Aplp2/App/Gls/Grin1/Phf21a/Ubr3/Cntfr",7,"Shared core",0.00399543378995434,0.000926632508448708,4.3117781359119
"GO:0043484","regulation of RNA splicing","31/1752","176/18346",0.176136363636364,1.8444050954753,3.65746418172736,0.000600389777211706,0.0135578043852248,0.0115041516167013,"Acin1/Celf1/Celf2/Celf3/Celf4/Clk1/Clk4/Hnrnpf/Prpf19/Ptbp1/Puf60/Rbfox2/Rbm4/Rbm7/Rbmx/Rnps1/Son/Srsf1/Srsf5/Srsf7/Srsf9/Ahnak/Grsf1/Rbfox1/Clk2/Mbnl2/Zfp638/Sf1/Mbnl1/Ddx17/Kat2a",31,"Shared core",0.0176940639269406,0.00959337185217486,1.8444050954753
"GO:0006914","autophagy","67/1752","471/18346",0.142250530785563,1.4895709119817,3.49746518902862,0.00060061835749846,0.0135578043852248,0.0115041516167013,"Abl1/Acbd5/Atg16l1/Atp13a2/Atp2a2/Atp6v0a1/Bcas3/Cttn/Dapk1/Dnm1l/Ehmt2/Eif4g1/Fbxw7/Fez2/Fnbp1l/Golga2/Gopc/Gpsm1/Hap1/Hdac10/Kat5/Lamp2/Map3k7/Mfn2/Mlst8/Nbr1/Nprl3/Ogt/Pex2/Pex5/Phf23/Pmp22/Qsox1/Sesn1/Sh3glb1/Tex264/Tsc2/Vti1a/Wac/Wnk1/Atg4c/Keap1/Mapt/Scoc/Ubqln1/Ager/Stat3/Tsc1/Wdr45/Atg9a/Sirt2/Bcl2/Bcl2l11/Hdac6/Kdm4a/Flcn/Mtcl1/Tcirg1/Fbxl4/Trp53inp1/Tbc1d5/Usp33/Lgals8/S100a9/Ddit3/Cln3/Atg7",67,"Shared core",0.0382420091324201,0.0256731712634907,1.4895709119817
"GO:0034655","nucleobase-containing compound catabolic process","67/1752","471/18346",0.142250530785563,1.4895709119817,3.49746518902862,0.00060061835749846,0.0135578043852248,0.0115041516167013,"Aifm1/Angel2/App/Caprin1/Celf1/Cnot6/Dffa/Dis3l2/Eif4enif1/Elavl4/Eno2/Eno3/Entpd5/Exog/Fen1/Fhit/Galt/Hnrnpab/Igf1/Mgat1/Mlst8/Mlx/Mov10/Nt5c2/Nt5c3/Nudt7/Ogdh/Ogt/Pabpc4/Paip1/Pde2a/Pkm/Ptbp1/Pum1/Pum2/Rbm7/Rnps1/Smg7/Srsf1/Trex1/Ythdf3/Zc3h14/Cant1/Dxo/Enpp5/Grsf1/Upp1/Zbtb20/Nudt17/Pank4/Pde4a/Stat3/Cnot7/Ada/Csde1/Pfkp/Tbrg4/Pan2/Flcn/Nudt3/Ang/Dhx34/Fastkd5/Zc3h18/Samhd1/Vegfa/Rc3h2",67,"Shared core",0.0382420091324201,0.0256731712634907,1.4895709119817
"GO:0061919","process utilizing autophagic mechanism","67/1752","471/18346",0.142250530785563,1.4895709119817,3.49746518902862,0.00060061835749846,0.0135578043852248,0.0115041516167013,"Abl1/Acbd5/Atg16l1/Atp13a2/Atp2a2/Atp6v0a1/Bcas3/Cttn/Dapk1/Dnm1l/Ehmt2/Eif4g1/Fbxw7/Fez2/Fnbp1l/Golga2/Gopc/Gpsm1/Hap1/Hdac10/Kat5/Lamp2/Map3k7/Mfn2/Mlst8/Nbr1/Nprl3/Ogt/Pex2/Pex5/Phf23/Pmp22/Qsox1/Sesn1/Sh3glb1/Tex264/Tsc2/Vti1a/Wac/Wnk1/Atg4c/Keap1/Mapt/Scoc/Ubqln1/Ager/Stat3/Tsc1/Wdr45/Atg9a/Sirt2/Bcl2/Bcl2l11/Hdac6/Kdm4a/Flcn/Mtcl1/Tcirg1/Fbxl4/Trp53inp1/Tbc1d5/Usp33/Lgals8/S100a9/Ddit3/Cln3/Atg7",67,"Shared core",0.0382420091324201,0.0256731712634907,1.4895709119817
"GO:0141091","transforming growth factor beta receptor superfamily signaling pathway","51/1752","336/18346",0.151785714285714,1.5894182159165,3.54312685673702,0.000603852488611987,0.0135785833550335,0.0115217831160448,"Abl1/Acvrl1/Arrb2/Atf2/Dab2/Fam89b/Folr1/Fut8/Hipk2/Hspa5/Htra3/Igsf1/Ing1/Itga3/Lef1/Map3k7/Neo1/Nrep/Ogt/Sin3a/Skil/Smad5/Src/Tfap2b/Tgfbr2/Tmem53/Zyx/Acvr1/Arid4b/Axin1/Cited1/Dusp22/Lats2/Nfia/Npnt/Cav2/Ltbp4/Magi2/Rbpj/Stat3/Tgfb1i1/Usp15/Tcf7l2/Flcn/Zeb2/Zfp451/Pxn/Tgif1/Spred1/Lox/Suds3",51,"Shared core",0.0291095890410959,0.0183146189905156,1.5894182159165
"GO:0060078","regulation of postsynaptic membrane potential","24/1752","124/18346",0.193548387096774,2.02673442333186,3.72753139847167,0.000609194921148551,0.0136464312680185,0.011579353844732,"Abat/App/Baiap2/Celf4/Cntnap2/Dvl1/Fgf14/Gabrg2/Ppp3ca/Prkcz/Zmynd8/Gabrb3/Rgs7/Rims2/Gria1/Grin1/Igsf9b/Npff/Sez6/Tbc1d24/Grik1/Adora1/Mtmr2/Gria3",24,"Shared core",0.0136986301369863,0.00675896653221411,2.02673442333186
"GO:0051965","positive regulation of synapse assembly","18/1752","82/18346",0.219512195121951,2.29861343133979,3.82947495387934,0.00061257644102821,0.0136700043056828,0.0115993561837281,"Actr3/Adgre5/Amigo2/Ephb1/Flrt3/Ntrk2/Sema4a/Stau2/Lrrtm4/Asic2/Il1rap/Amigo1/Clstn1/Efna5/Slit2/Sema4d/Tpbg/Dlg5",18,"Shared core",0.0102739726027397,0.00446963915839965,2.29861343133979
"GO:1900242","regulation of synaptic vesicle endocytosis","9/1752","27/18346",0.333333333333333,3.49048706240487,4.20790238834244,0.000616099651052203,0.0136965486819143,0.011621879781212,"Dnm1/Dnm1l/Pip5k1c/Scamp5/Snap91/Bcl2l1/Picalm/Syt7/Ppp3cc",9,"Shared core",0.00513698630136986,0.00147171045459501,3.49048706240487
