"gene_id","Forebrain","Hindbrain","Midbrain","membership"
"St3gal5",FALSE,FALSE,TRUE,"Midbrain only"
"Stk11",FALSE,FALSE,TRUE,"Midbrain only"
"Synpo",FALSE,FALSE,TRUE,"Midbrain only"
"Tfdp2",FALSE,FALSE,TRUE,"Midbrain only"
"Tfpi",FALSE,FALSE,TRUE,"Midbrain only"
"Tjp2",FALSE,FALSE,TRUE,"Midbrain only"
"Use1",FALSE,FALSE,TRUE,"Midbrain only"
"Wipf1",FALSE,FALSE,TRUE,"Midbrain only"
"Zak",FALSE,FALSE,TRUE,"Midbrain only"
"Agpat1",FALSE,FALSE,TRUE,"Midbrain only"
"Gprasp2",FALSE,FALSE,TRUE,"Midbrain only"
"Hist1h2ao",FALSE,FALSE,TRUE,"Midbrain only"
"Lrrc51",FALSE,FALSE,TRUE,"Midbrain only"
"Mmp11",FALSE,FALSE,TRUE,"Midbrain only"
"Rffl",FALSE,FALSE,TRUE,"Midbrain only"
"Tyw3",FALSE,FALSE,TRUE,"Midbrain only"
"Azin1",FALSE,FALSE,TRUE,"Midbrain only"
"Brd9",FALSE,FALSE,TRUE,"Midbrain only"
"Carkd",FALSE,FALSE,TRUE,"Midbrain only"
"Cdca2",FALSE,FALSE,TRUE,"Midbrain only"
"Cep250",FALSE,FALSE,TRUE,"Midbrain only"
"Etl4",FALSE,FALSE,TRUE,"Midbrain only"
"Mecom",FALSE,FALSE,TRUE,"Midbrain only"
"Mga",FALSE,FALSE,TRUE,"Midbrain only"
"Rbp4",FALSE,FALSE,TRUE,"Midbrain only"
"Ttpal",FALSE,FALSE,TRUE,"Midbrain only"
"Amy2a5",FALSE,FALSE,TRUE,"Midbrain only"
"Dmbx1",FALSE,FALSE,TRUE,"Midbrain only"
"Fam134a",FALSE,FALSE,TRUE,"Midbrain only"
"Fam188b",FALSE,FALSE,TRUE,"Midbrain only"
"Hipk1",FALSE,FALSE,TRUE,"Midbrain only"
"Ift122",FALSE,FALSE,TRUE,"Midbrain only"
"Sirt1",FALSE,FALSE,TRUE,"Midbrain only"
"Wapal",FALSE,FALSE,TRUE,"Midbrain only"
"Zfp57",FALSE,FALSE,TRUE,"Midbrain only"
"Bad",FALSE,FALSE,TRUE,"Midbrain only"
"Cdk12",FALSE,FALSE,TRUE,"Midbrain only"
"Crlf2",FALSE,FALSE,TRUE,"Midbrain only"
"Mettl5",FALSE,FALSE,TRUE,"Midbrain only"
"Ralgapb",FALSE,FALSE,TRUE,"Midbrain only"
"Rfx3",FALSE,FALSE,TRUE,"Midbrain only"
"B3gnt2",FALSE,FALSE,TRUE,"Midbrain only"
"Corin",FALSE,FALSE,TRUE,"Midbrain only"
"Creb1",FALSE,FALSE,TRUE,"Midbrain only"
"Etv6",FALSE,FALSE,TRUE,"Midbrain only"
"Fam13c",FALSE,FALSE,TRUE,"Midbrain only"
"Gimap4",FALSE,FALSE,TRUE,"Midbrain only"
"Hadhb",FALSE,FALSE,TRUE,"Midbrain only"
"Sipa1l1",FALSE,FALSE,TRUE,"Midbrain only"
"Tlcd2",FALSE,FALSE,TRUE,"Midbrain only"
"Zfp386",FALSE,FALSE,TRUE,"Midbrain only"
"Zgpat",FALSE,FALSE,TRUE,"Midbrain only"
"Ebf3",FALSE,FALSE,TRUE,"Midbrain only"
"Egfem1",FALSE,FALSE,TRUE,"Midbrain only"
"Hsd3b7",FALSE,FALSE,TRUE,"Midbrain only"
"Otud4",FALSE,FALSE,TRUE,"Midbrain only"
"Pgap2",FALSE,FALSE,TRUE,"Midbrain only"
"Stap2",FALSE,FALSE,TRUE,"Midbrain only"
"Adra1a",FALSE,FALSE,TRUE,"Midbrain only"
"Ccdc53",FALSE,FALSE,TRUE,"Midbrain only"
"Ddx6",FALSE,FALSE,TRUE,"Midbrain only"
"Txnip",FALSE,FALSE,TRUE,"Midbrain only"
"Vwa5a",FALSE,FALSE,TRUE,"Midbrain only"
"Abhd11",FALSE,FALSE,TRUE,"Midbrain only"
"AI593442",FALSE,FALSE,TRUE,"Midbrain only"
"Etaa1os",FALSE,FALSE,TRUE,"Midbrain only"
"Hipk3",FALSE,FALSE,TRUE,"Midbrain only"
"Klc2",FALSE,FALSE,TRUE,"Midbrain only"
"Rhno1",FALSE,FALSE,TRUE,"Midbrain only"
"Smoc1",FALSE,FALSE,TRUE,"Midbrain only"
"Spata17",FALSE,FALSE,TRUE,"Midbrain only"
"Vit",FALSE,FALSE,TRUE,"Midbrain only"
"2310040G24Rik",FALSE,FALSE,TRUE,"Midbrain only"
"Atp11a",FALSE,FALSE,TRUE,"Midbrain only"
"Dmpk",FALSE,FALSE,TRUE,"Midbrain only"
"Morc4",FALSE,FALSE,TRUE,"Midbrain only"
"Polr1d",FALSE,FALSE,TRUE,"Midbrain only"
"Spata5",FALSE,FALSE,TRUE,"Midbrain only"
"Tead3",FALSE,FALSE,TRUE,"Midbrain only"
"2700054A10Rik",FALSE,FALSE,TRUE,"Midbrain only"
"Nin",FALSE,FALSE,TRUE,"Midbrain only"
"Prr18",FALSE,FALSE,TRUE,"Midbrain only"
"AW209491",FALSE,FALSE,TRUE,"Midbrain only"
"Nedd9",FALSE,FALSE,TRUE,"Midbrain only"
"Nos1ap",FALSE,FALSE,TRUE,"Midbrain only"
"Tinagl1",FALSE,FALSE,TRUE,"Midbrain only"
"Fgd4",FALSE,FALSE,TRUE,"Midbrain only"
"Gck",FALSE,FALSE,TRUE,"Midbrain only"
"Cobl",FALSE,FALSE,TRUE,"Midbrain only"
"Fars2",FALSE,FALSE,TRUE,"Midbrain only"
"Furin",FALSE,FALSE,TRUE,"Midbrain only"
"Mlxip",FALSE,FALSE,TRUE,"Midbrain only"
"Nfic",FALSE,FALSE,TRUE,"Midbrain only"
"Fmr1",FALSE,FALSE,TRUE,"Midbrain only"
"Siva1",FALSE,FALSE,TRUE,"Midbrain only"
"Cep97",FALSE,FALSE,TRUE,"Midbrain only"
"Clk2-scamp3",FALSE,FALSE,TRUE,"Midbrain only"
"Jak3",FALSE,FALSE,TRUE,"Midbrain only"
"Ms4a7",FALSE,FALSE,TRUE,"Midbrain only"
"Phka1",FALSE,FALSE,TRUE,"Midbrain only"
